city_name,year,month,pct_high_radiation
Colombo,2013,3,96.8
Colombo,2013,4,96.7
Colombo,2013,5,61.3
Colombo,2013,6,46.7
Colombo,2013,7,71.0
Colombo,2013,8,96.8
Colombo,2013,9,63.3
Colombo,2013,10,71.0
Colombo,2013,11,90.0
Colombo,2013,12,64.5
Colombo,2014,1,93.5
Colombo,2014,2,100.0
Colombo,2014,3,96.8
Colombo,2014,4,93.3
Colombo,2014,5,83.9
Colombo,2014,6,83.3
Colombo,2014,7,87.1
Colombo,2014,8,67.7
Colombo,2014,9,93.3
Colombo,2014,10,61.3
Colombo,2014,11,53.3
Colombo,2014,12,64.5
Colombo,2015,1,100.0
Colombo,2015,2,96.4
Colombo,2015,3,96.8
Colombo,2015,4,93.3
Colombo,2015,5,87.1
Colombo,2015,6,63.3
Colombo,2015,7,77.4
Colombo,2015,8,90.3
Colombo,2015,9,66.7
Colombo,2015,10,58.1
Colombo,2015,11,56.7
Colombo,2015,12,64.5
Colombo,2016,1,96.8
Colombo,2016,2,96.6
Colombo,2016,3,100.0
Colombo,2016,4,100.0
Colombo,2016,5,48.4
Colombo,2016,6,86.7
Colombo,2016,7,71.0
Colombo,2016,8,100.0
Colombo,2016,9,93.3
Colombo,2016,10,96.8
Colombo,2016,11,60.0
Colombo,2016,12,83.9
Colombo,2017,1,83.9
Colombo,2017,2,89.3
Colombo,2017,3,96.8
Colombo,2017,4,96.7
Colombo,2017,5,74.2
Colombo,2017,6,66.7
Colombo,2017,7,90.3
Colombo,2017,8,80.6
Colombo,2017,9,73.3
Colombo,2017,10,64.5
Colombo,2017,11,46.7
Colombo,2017,12,87.1
Colombo,2018,1,93.5
Colombo,2018,2,92.9
Colombo,2018,3,87.1
Colombo,2018,4,100.0
Colombo,2018,5,54.8
Colombo,2018,6,70.0
Colombo,2018,7,90.3
Colombo,2018,8,90.3
Colombo,2018,9,90.0
Colombo,2018,10,71.0
Colombo,2018,11,70.0
Colombo,2018,12,83.9
Colombo,2019,1,96.8
Colombo,2019,2,92.9
Colombo,2019,3,100.0
Colombo,2019,4,80.0
Colombo,2019,5,83.9
Colombo,2019,6,76.7
Colombo,2019,7,90.3
Colombo,2019,8,61.3
Colombo,2019,9,70.0
Colombo,2019,10,54.8
Colombo,2019,11,83.3
Colombo,2019,12,64.5
Colombo,2020,1,100.0
Colombo,2020,2,100.0
Colombo,2020,3,96.8
Colombo,2020,4,100.0
Colombo,2020,5,58.1
Colombo,2020,6,83.3
Colombo,2020,7,64.5
Colombo,2020,8,77.4
Colombo,2020,9,36.7
Colombo,2020,10,93.5
Colombo,2020,11,73.3
Colombo,2020,12,71.0
Colombo,2021,1,61.3
Colombo,2021,2,100.0
Colombo,2021,3,90.3
Colombo,2021,4,100.0
Colombo,2021,5,74.2
Colombo,2021,6,73.3
Colombo,2021,7,80.6
Colombo,2021,8,74.2
Colombo,2021,9,80.0
Colombo,2021,10,74.2
Colombo,2021,11,36.7
Colombo,2021,12,93.5
Colombo,2022,1,100.0
Colombo,2022,2,92.9
Colombo,2022,3,100.0
Colombo,2022,4,93.3
Colombo,2022,5,74.2
Colombo,2022,6,83.3
Colombo,2022,7,83.9
Colombo,2022,8,80.6
Colombo,2022,9,90.0
Colombo,2022,10,67.7
Colombo,2022,11,66.7
Colombo,2022,12,71.0
Colombo,2023,1,87.1
Colombo,2023,2,92.9
Colombo,2023,3,96.8
Colombo,2023,4,93.3
Colombo,2023,5,77.4
Colombo,2023,6,93.3
Colombo,2023,7,87.1
Colombo,2023,8,100.0
Colombo,2023,9,46.7
Colombo,2023,10,61.3
Colombo,2023,11,73.3
Colombo,2023,12,61.3
Colombo,2024,1,80.6
Colombo,2024,2,100.0
Colombo,2024,3,100.0
Colombo,2024,4,100.0
Colombo,2024,5,67.7
Colombo,2024,6,75.0
Galle,2010,1,96.8
Galle,2010,2,89.3
Galle,2010,3,100.0
Galle,2010,4,93.3
Galle,2010,5,83.9
Galle,2010,6,83.3
Galle,2010,7,96.8
Galle,2010,8,87.1
Galle,2010,9,90.0
Galle,2010,10,93.5
Galle,2010,11,73.3
Galle,2010,12,45.2
Galle,2011,1,67.7
Galle,2011,2,82.1
Galle,2011,3,96.8
Galle,2011,4,90.0
Galle,2011,5,100.0
Galle,2011,6,100.0
Galle,2011,7,96.8
Galle,2011,8,93.5
Galle,2011,9,90.0
Galle,2011,10,87.1
Galle,2011,11,70.0
Galle,2011,12,67.7
Galle,2012,1,100.0
Galle,2012,2,93.1
Galle,2012,3,100.0
Galle,2012,4,90.0
Galle,2012,5,96.8
Galle,2012,6,90.0
Galle,2012,7,96.8
Galle,2012,8,93.5
Galle,2012,9,83.3
Galle,2012,10,77.4
Galle,2012,11,73.3
Galle,2012,12,77.4
Galle,2013,1,77.4
Galle,2013,2,85.7
Galle,2013,3,96.8
Galle,2013,4,100.0
Galle,2013,5,77.4
Galle,2013,6,96.7
Galle,2013,7,100.0
Galle,2013,8,100.0
Galle,2013,9,93.3
Galle,2013,10,96.8
Galle,2013,11,93.3
Galle,2013,12,67.7
Galle,2014,1,96.8
Galle,2014,2,100.0
Galle,2014,3,100.0
Galle,2014,4,96.7
Galle,2014,5,93.5
Galle,2014,6,93.3
Galle,2014,7,100.0
Galle,2014,8,93.5
Galle,2014,9,100.0
Galle,2014,10,87.1
Galle,2014,11,63.3
Galle,2014,12,61.3
Galle,2015,1,96.8
Galle,2015,2,100.0
Galle,2015,3,93.5
Galle,2015,4,93.3
Galle,2015,5,93.5
Galle,2015,6,96.7
Galle,2015,7,93.5
Galle,2015,8,96.8
Galle,2015,9,76.7
Galle,2015,10,80.6
Galle,2015,11,66.7
Galle,2015,12,71.0
Galle,2016,1,100.0
Galle,2016,2,96.6
Galle,2016,3,100.0
Galle,2016,4,100.0
Galle,2016,5,67.7
Galle,2016,6,93.3
Galle,2016,7,90.3
Galle,2016,8,100.0
Galle,2016,9,100.0
Galle,2016,10,96.8
Galle,2016,11,73.3
Galle,2016,12,96.8
Galle,2017,1,83.9
Galle,2017,2,89.3
Galle,2017,3,96.8
Galle,2017,4,100.0
Galle,2017,5,80.6
Galle,2017,6,93.3
Galle,2017,7,96.8
Galle,2017,8,87.1
Galle,2017,9,83.3
Galle,2017,10,87.1
Galle,2017,11,53.3
Galle,2017,12,83.9
Galle,2018,1,93.5
Galle,2018,2,96.4
Galle,2018,3,83.9
Galle,2018,4,96.7
Galle,2018,5,54.8
Galle,2018,6,90.0
Galle,2018,7,96.8
Galle,2018,8,96.8
Galle,2018,9,100.0
Galle,2018,10,74.2
Galle,2018,11,66.7
Galle,2018,12,80.6
Galle,2019,1,90.3
Galle,2019,2,92.9
Galle,2019,3,100.0
Galle,2019,4,90.0
Galle,2019,5,83.9
Galle,2019,6,80.0
Galle,2019,7,93.5
Galle,2019,8,61.3
Galle,2019,9,70.0
Galle,2019,10,54.8
Galle,2019,11,80.0
Galle,2019,12,61.3
Galle,2020,1,100.0
Galle,2020,2,100.0
Galle,2020,3,96.8
Galle,2020,4,100.0
Galle,2020,5,64.5
Galle,2020,6,83.3
Galle,2020,7,67.7
Galle,2020,8,80.6
Galle,2020,9,63.3
Galle,2020,10,100.0
Galle,2020,11,90.0
Galle,2020,12,74.2
Galle,2021,1,58.1
Galle,2021,2,100.0
Galle,2021,3,83.9
Galle,2021,4,96.7
Galle,2021,5,83.9
Galle,2021,6,83.3
Galle,2021,7,90.3
Galle,2021,8,90.3
Galle,2021,9,83.3
Galle,2021,10,80.6
Galle,2021,11,66.7
Galle,2021,12,83.9
Galle,2022,1,96.8
Galle,2022,2,92.9
Galle,2022,3,93.5
Galle,2022,4,96.7
Galle,2022,5,74.2
Galle,2022,6,90.0
Galle,2022,7,93.5
Galle,2022,8,93.5
Galle,2022,9,96.7
Galle,2022,10,67.7
Galle,2022,11,76.7
Galle,2022,12,74.2
Galle,2023,1,90.3
Galle,2023,2,89.3
Galle,2023,3,96.8
Galle,2023,4,96.7
Galle,2023,5,80.6
Galle,2023,6,100.0
Galle,2023,7,87.1
Galle,2023,8,96.8
Galle,2023,9,73.3
Galle,2023,10,61.3
Galle,2023,11,76.7
Galle,2023,12,61.3
Galle,2024,1,87.1
Galle,2024,2,100.0
Galle,2024,3,100.0
Galle,2024,4,96.7
Galle,2024,5,80.6
Galle,2024,6,75.0
Gampaha,2010,1,93.5
Gampaha,2010,2,89.3
Gampaha,2010,3,100.0
Gampaha,2010,4,90.0
Gampaha,2010,5,64.5
Gampaha,2010,6,73.3
Gampaha,2010,7,71.0
Gampaha,2010,8,64.5
Gampaha,2010,9,56.7
Gampaha,2010,10,71.0
Gampaha,2010,11,50.0
Gampaha,2010,12,32.3
Gampaha,2011,1,48.4
Gampaha,2011,2,67.9
Gampaha,2011,3,100.0
Gampaha,2011,4,80.0
Gampaha,2011,5,90.3
Gampaha,2011,6,83.3
Gampaha,2011,7,77.4
Gampaha,2011,8,80.6
Gampaha,2011,9,73.3
Gampaha,2011,10,80.6
Gampaha,2011,11,63.3
Gampaha,2011,12,67.7
Gampaha,2012,1,96.8
Gampaha,2012,2,89.7
Gampaha,2012,3,100.0
Gampaha,2012,4,90.0
Gampaha,2012,5,90.3
Gampaha,2012,6,73.3
Gampaha,2012,7,83.9
Gampaha,2012,8,80.6
Gampaha,2012,9,80.0
Gampaha,2012,10,64.5
Gampaha,2012,11,66.7
Gampaha,2012,12,45.2
Gampaha,2013,1,71.0
Gampaha,2013,2,89.3
Gampaha,2013,3,96.8
Gampaha,2013,4,96.7
Gampaha,2013,5,61.3
Gampaha,2013,6,46.7
Gampaha,2013,7,71.0
Gampaha,2013,8,96.8
Gampaha,2013,9,60.0
Gampaha,2013,10,67.7
Gampaha,2013,11,90.0
Gampaha,2013,12,71.0
Gampaha,2014,1,87.1
Gampaha,2014,2,100.0
Gampaha,2014,3,100.0
Gampaha,2014,4,96.7
Gampaha,2014,5,90.3
Gampaha,2014,6,83.3
Gampaha,2014,7,87.1
Gampaha,2014,8,74.2
Gampaha,2014,9,96.7
Gampaha,2014,10,64.5
Gampaha,2014,11,46.7
Gampaha,2014,12,64.5
Gampaha,2015,1,100.0
Gampaha,2015,2,96.4
Gampaha,2015,3,96.8
Gampaha,2015,4,93.3
Gampaha,2015,5,83.9
Gampaha,2015,6,63.3
Gampaha,2015,7,83.9
Gampaha,2015,8,90.3
Gampaha,2015,9,66.7
Gampaha,2015,10,67.7
Gampaha,2015,11,56.7
Gampaha,2015,12,61.3
Gampaha,2016,1,96.8
Gampaha,2016,2,96.6
Gampaha,2016,3,100.0
Gampaha,2016,4,100.0
Gampaha,2016,5,48.4
Gampaha,2016,6,80.0
Gampaha,2016,7,77.4
Gampaha,2016,8,100.0
Gampaha,2016,9,93.3
Gampaha,2016,10,96.8
Gampaha,2016,11,56.7
Gampaha,2016,12,90.3
Gampaha,2017,1,80.6
Gampaha,2017,2,89.3
Gampaha,2017,3,96.8
Gampaha,2017,4,96.7
Gampaha,2017,5,67.7
Gampaha,2017,6,56.7
Gampaha,2017,7,90.3
Gampaha,2017,8,77.4
Gampaha,2017,9,70.0
Gampaha,2017,10,64.5
Gampaha,2017,11,43.3
Gampaha,2017,12,87.1
Gampaha,2018,1,90.3
Gampaha,2018,2,92.9
Gampaha,2018,3,87.1
Gampaha,2018,4,96.7
Gampaha,2018,5,54.8
Gampaha,2018,6,70.0
Gampaha,2018,7,87.1
Gampaha,2018,8,87.1
Gampaha,2018,9,86.7
Gampaha,2018,10,64.5
Gampaha,2018,11,66.7
Gampaha,2018,12,80.6
Gampaha,2019,1,90.3
Gampaha,2019,2,89.3
Gampaha,2019,3,100.0
Gampaha,2019,4,83.3
Gampaha,2019,5,83.9
Gampaha,2019,6,73.3
Gampaha,2019,7,93.5
Gampaha,2019,8,51.6
Gampaha,2019,9,73.3
Gampaha,2019,10,51.6
Gampaha,2019,11,76.7
Gampaha,2019,12,58.1
Gampaha,2020,1,100.0
Gampaha,2020,2,100.0
Gampaha,2020,3,96.8
Gampaha,2020,4,100.0
Gampaha,2020,5,54.8
Gampaha,2020,6,76.7
Gampaha,2020,7,58.1
Gampaha,2020,8,77.4
Gampaha,2020,9,40.0
Gampaha,2020,10,93.5
Gampaha,2020,11,66.7
Gampaha,2020,12,61.3
Gampaha,2021,1,61.3
Gampaha,2021,2,100.0
Gampaha,2021,3,87.1
Gampaha,2021,4,100.0
Gampaha,2021,5,71.0
Gampaha,2021,6,73.3
Gampaha,2021,7,80.6
Gampaha,2021,8,71.0
Gampaha,2021,9,76.7
Gampaha,2021,10,67.7
Gampaha,2021,11,33.3
Gampaha,2021,12,93.5
Gampaha,2022,1,96.8
Gampaha,2022,2,96.4
Gampaha,2022,3,96.8
Gampaha,2022,4,93.3
Gampaha,2022,5,74.2
Gampaha,2022,6,76.7
Gampaha,2022,7,80.6
Gampaha,2022,8,80.6
Gampaha,2022,9,90.0
Gampaha,2022,10,74.2
Gampaha,2022,11,63.3
Gampaha,2022,12,77.4
Gampaha,2023,1,87.1
Gampaha,2023,2,89.3
Gampaha,2023,3,96.8
Gampaha,2023,4,96.7
Gampaha,2023,5,77.4
Gampaha,2023,6,86.7
Gampaha,2023,7,83.9
Gampaha,2023,8,100.0
Gampaha,2023,9,50.0
Gampaha,2023,10,67.7
Gampaha,2023,11,66.7
Gampaha,2023,12,58.1
Gampaha,2024,1,77.4
Gampaha,2024,2,100.0
Gampaha,2024,3,100.0
Gampaha,2024,4,100.0
Gampaha,2024,5,58.1
Gampaha,2024,6,75.0
Hambantota,2010,1,93.5
Hambantota,2010,2,89.3
Hambantota,2010,3,96.8
Hambantota,2010,4,96.7
Hambantota,2010,5,87.1
Hambantota,2010,6,80.0
Hambantota,2010,7,93.5
Hambantota,2010,8,87.1
Hambantota,2010,9,83.3
Hambantota,2010,10,83.9
Hambantota,2010,11,66.7
Hambantota,2010,12,45.2
Hambantota,2011,1,64.5
Hambantota,2011,2,71.4
Hambantota,2011,3,96.8
Hambantota,2011,4,90.0
Hambantota,2011,5,100.0
Hambantota,2011,6,100.0
Hambantota,2011,7,100.0
Hambantota,2011,8,93.5
Hambantota,2011,9,93.3
Hambantota,2011,10,87.1
Hambantota,2011,11,63.3
Hambantota,2011,12,71.0
Hambantota,2012,1,100.0
Hambantota,2012,2,89.7
Hambantota,2012,3,100.0
Hambantota,2012,4,96.7
Hambantota,2012,5,100.0
Hambantota,2012,6,96.7
Hambantota,2012,7,100.0
Hambantota,2012,8,96.8
Hambantota,2012,9,96.7
Hambantota,2012,10,71.0
Hambantota,2012,11,73.3
Hambantota,2012,12,61.3
Hambantota,2013,1,64.5
Hambantota,2013,2,89.3
Hambantota,2013,3,96.8
Hambantota,2013,4,100.0
Hambantota,2013,5,80.6
Hambantota,2013,6,83.3
Hambantota,2013,7,100.0
Hambantota,2013,8,100.0
Hambantota,2013,9,96.7
Hambantota,2013,10,87.1
Hambantota,2013,11,93.3
Hambantota,2013,12,71.0
Hambantota,2014,1,87.1
Hambantota,2014,2,100.0
Hambantota,2014,3,96.8
Hambantota,2014,4,96.7
Hambantota,2014,5,93.5
Hambantota,2014,6,93.3
Hambantota,2014,7,96.8
Hambantota,2014,8,93.5
Hambantota,2014,9,100.0
Hambantota,2014,10,87.1
Hambantota,2014,11,70.0
Hambantota,2014,12,58.1
Hambantota,2015,1,93.5
Hambantota,2015,2,100.0
Hambantota,2015,3,93.5
Hambantota,2015,4,93.3
Hambantota,2015,5,96.8
Hambantota,2015,6,93.3
Hambantota,2015,7,93.5
Hambantota,2015,8,96.8
Hambantota,2015,9,86.7
Hambantota,2015,10,71.0
Hambantota,2015,11,63.3
Hambantota,2015,12,71.0
Hambantota,2016,1,100.0
Hambantota,2016,2,96.6
Hambantota,2016,3,100.0
Hambantota,2016,4,100.0
Hambantota,2016,5,71.0
Hambantota,2016,6,96.7
Hambantota,2016,7,93.5
Hambantota,2016,8,93.5
Hambantota,2016,9,100.0
Hambantota,2016,10,100.0
Hambantota,2016,11,70.0
Hambantota,2016,12,93.5
Hambantota,2017,1,80.6
Hambantota,2017,2,82.1
Hambantota,2017,3,96.8
Hambantota,2017,4,100.0
Hambantota,2017,5,90.3
Hambantota,2017,6,93.3
Hambantota,2017,7,100.0
Hambantota,2017,8,96.8
Hambantota,2017,9,90.0
Hambantota,2017,10,90.3
Hambantota,2017,11,63.3
Hambantota,2017,12,77.4
Hambantota,2018,1,83.9
Hambantota,2018,2,100.0
Hambantota,2018,3,83.9
Hambantota,2018,4,90.0
Hambantota,2018,5,80.6
Hambantota,2018,6,100.0
Hambantota,2018,7,100.0
Hambantota,2018,8,100.0
Hambantota,2018,9,100.0
Hambantota,2018,10,83.9
Hambantota,2018,11,80.0
Hambantota,2018,12,83.9
Hambantota,2019,1,96.8
Hambantota,2019,2,96.4
Hambantota,2019,3,100.0
Hambantota,2019,4,86.7
Hambantota,2019,5,93.5
Hambantota,2019,6,93.3
Hambantota,2019,7,96.8
Hambantota,2019,8,74.2
Hambantota,2019,9,83.3
Hambantota,2019,10,64.5
Hambantota,2019,11,76.7
Hambantota,2019,12,67.7
Hambantota,2020,1,96.8
Hambantota,2020,2,96.6
Hambantota,2020,3,100.0
Hambantota,2020,4,96.7
Hambantota,2020,5,90.3
Hambantota,2020,6,90.0
Hambantota,2020,7,87.1
Hambantota,2020,8,90.3
Hambantota,2020,9,76.7
Hambantota,2020,10,100.0
Hambantota,2020,11,80.0
Hambantota,2020,12,77.4
Hambantota,2021,1,64.5
Hambantota,2021,2,92.9
Hambantota,2021,3,77.4
Hambantota,2021,4,93.3
Hambantota,2021,5,90.3
Hambantota,2021,6,96.7
Hambantota,2021,7,90.3
Hambantota,2021,8,87.1
Hambantota,2021,9,93.3
Hambantota,2021,10,83.9
Hambantota,2021,11,70.0
Hambantota,2021,12,80.6
Hambantota,2022,1,90.3
Hambantota,2022,2,96.4
Hambantota,2022,3,90.3
Hambantota,2022,4,100.0
Hambantota,2022,5,93.5
Hambantota,2022,6,96.7
Hambantota,2022,7,87.1
Hambantota,2022,8,90.3
Hambantota,2022,9,96.7
Hambantota,2022,10,90.3
Hambantota,2022,11,76.7
Hambantota,2022,12,74.2
Hambantota,2023,1,83.9
Hambantota,2023,2,92.9
Hambantota,2023,3,93.5
Hambantota,2023,4,93.3
Hambantota,2023,5,90.3
Hambantota,2023,6,100.0
Hambantota,2023,7,90.3
Hambantota,2023,8,100.0
Hambantota,2023,9,83.3
Hambantota,2023,10,74.2
Hambantota,2023,11,76.7
Hambantota,2023,12,71.0
Hambantota,2024,1,83.9
Hambantota,2024,2,100.0
Hambantota,2024,3,100.0
Hambantota,2024,4,96.7
Hambantota,2024,5,83.9
Hambantota,2024,6,87.5
Jaffna,2010,1,96.8
Jaffna,2010,2,96.4
Jaffna,2010,3,100.0
Jaffna,2010,4,100.0
Jaffna,2010,5,93.5
Jaffna,2010,6,93.3
Jaffna,2010,7,83.9
Jaffna,2010,8,74.2
Jaffna,2010,9,96.7
Jaffna,2010,10,87.1
Jaffna,2010,11,56.7
Jaffna,2010,12,41.9
Jaffna,2011,1,58.1
Jaffna,2011,2,78.6
Jaffna,2011,3,100.0
Jaffna,2011,4,93.3
Jaffna,2011,5,100.0
Jaffna,2011,6,100.0
Jaffna,2011,7,93.5
Jaffna,2011,8,100.0
Jaffna,2011,9,90.0
Jaffna,2011,10,74.2
Jaffna,2011,11,63.3
Jaffna,2011,12,61.3
Jaffna,2012,1,93.5
Jaffna,2012,2,96.6
Jaffna,2012,3,96.8
Jaffna,2012,4,93.3
Jaffna,2012,5,100.0
Jaffna,2012,6,96.7
Jaffna,2012,7,93.5
Jaffna,2012,8,100.0
Jaffna,2012,9,93.3
Jaffna,2012,10,67.7
Jaffna,2012,11,80.0
Jaffna,2012,12,51.6
Jaffna,2013,1,74.2
Jaffna,2013,2,85.7
Jaffna,2013,3,96.8
Jaffna,2013,4,100.0
Jaffna,2013,5,100.0
Jaffna,2013,6,96.7
Jaffna,2013,7,83.9
Jaffna,2013,8,93.5
Jaffna,2013,9,83.3
Jaffna,2013,10,87.1
Jaffna,2013,11,80.0
Jaffna,2013,12,58.1
Jaffna,2014,1,71.0
Jaffna,2014,2,100.0
Jaffna,2014,3,100.0
Jaffna,2014,4,100.0
Jaffna,2014,5,96.8
Jaffna,2014,6,100.0
Jaffna,2014,7,90.3
Jaffna,2014,8,96.8
Jaffna,2014,9,96.7
Jaffna,2014,10,80.6
Jaffna,2014,11,40.0
Jaffna,2014,12,25.8
Jaffna,2015,1,100.0
Jaffna,2015,2,89.3
Jaffna,2015,3,100.0
Jaffna,2015,4,93.3
Jaffna,2015,5,80.6
Jaffna,2015,6,93.3
Jaffna,2015,7,93.5
Jaffna,2015,8,100.0
Jaffna,2015,9,90.0
Jaffna,2015,10,71.0
Jaffna,2015,11,60.0
Jaffna,2015,12,51.6
Jaffna,2016,1,90.3
Jaffna,2016,2,100.0
Jaffna,2016,3,100.0
Jaffna,2016,4,100.0
Jaffna,2016,5,83.9
Jaffna,2016,6,86.7
Jaffna,2016,7,90.3
Jaffna,2016,8,100.0
Jaffna,2016,9,96.7
Jaffna,2016,10,93.5
Jaffna,2016,11,73.3
Jaffna,2016,12,80.6
Jaffna,2017,1,77.4
Jaffna,2017,2,96.4
Jaffna,2017,3,96.8
Jaffna,2017,4,100.0
Jaffna,2017,5,96.8
Jaffna,2017,6,96.7
Jaffna,2017,7,93.5
Jaffna,2017,8,93.5
Jaffna,2017,9,96.7
Jaffna,2017,10,74.2
Jaffna,2017,11,50.0
Jaffna,2017,12,71.0
Jaffna,2018,1,80.6
Jaffna,2018,2,100.0
Jaffna,2018,3,96.8
Jaffna,2018,4,100.0
Jaffna,2018,5,96.8
Jaffna,2018,6,100.0
Jaffna,2018,7,96.8
Jaffna,2018,8,93.5
Jaffna,2018,9,93.3
Jaffna,2018,10,61.3
Jaffna,2018,11,60.0
Jaffna,2018,12,74.2
Jaffna,2019,1,96.8
Jaffna,2019,2,100.0
Jaffna,2019,3,100.0
Jaffna,2019,4,96.7
Jaffna,2019,5,100.0
Jaffna,2019,6,100.0
Jaffna,2019,7,93.5
Jaffna,2019,8,87.1
Jaffna,2019,9,96.7
Jaffna,2019,10,64.5
Jaffna,2019,11,86.7
Jaffna,2019,12,61.3
Jaffna,2020,1,100.0
Jaffna,2020,2,100.0
Jaffna,2020,3,100.0
Jaffna,2020,4,100.0
Jaffna,2020,5,96.8
Jaffna,2020,6,93.3
Jaffna,2020,7,87.1
Jaffna,2020,8,87.1
Jaffna,2020,9,80.0
Jaffna,2020,10,100.0
Jaffna,2020,11,66.7
Jaffna,2020,12,35.5
Jaffna,2021,1,61.3
Jaffna,2021,2,100.0
Jaffna,2021,3,100.0
Jaffna,2021,4,100.0
Jaffna,2021,5,93.5
Jaffna,2021,6,96.7
Jaffna,2021,7,96.8
Jaffna,2021,8,93.5
Jaffna,2021,9,96.7
Jaffna,2021,10,80.6
Jaffna,2021,11,43.3
Jaffna,2021,12,80.6
Jaffna,2022,1,87.1
Jaffna,2022,2,89.3
Jaffna,2022,3,100.0
Jaffna,2022,4,96.7
Jaffna,2022,5,100.0
Jaffna,2022,6,93.3
Jaffna,2022,7,83.9
Jaffna,2022,8,90.3
Jaffna,2022,9,90.0
Jaffna,2022,10,77.4
Jaffna,2022,11,66.7
Jaffna,2022,12,74.2
Jaffna,2023,1,90.3
Jaffna,2023,2,92.9
Jaffna,2023,3,100.0
Jaffna,2023,4,100.0
Jaffna,2023,5,87.1
Jaffna,2023,6,93.3
Jaffna,2023,7,87.1
Jaffna,2023,8,100.0
Jaffna,2023,9,100.0
Jaffna,2023,10,96.8
Jaffna,2023,11,60.0
Jaffna,2023,12,54.8
Jaffna,2024,1,87.1
Jaffna,2024,2,100.0
Jaffna,2024,3,100.0
Jaffna,2024,4,96.7
Jaffna,2024,5,83.9
Jaffna,2024,6,87.5
Kalutara,2010,1,93.5
Kalutara,2010,2,89.3
Kalutara,2010,3,100.0
Kalutara,2010,4,90.0
Kalutara,2010,5,51.6
Kalutara,2010,6,66.7
Kalutara,2010,7,74.2
Kalutara,2010,8,64.5
Kalutara,2010,9,53.3
Kalutara,2010,10,74.2
Kalutara,2010,11,56.7
Kalutara,2010,12,35.5
Kalutara,2011,1,48.4
Kalutara,2011,2,67.9
Kalutara,2011,3,100.0
Kalutara,2011,4,80.0
Kalutara,2011,5,87.1
Kalutara,2011,6,83.3
Kalutara,2011,7,77.4
Kalutara,2011,8,77.4
Kalutara,2011,9,80.0
Kalutara,2011,10,80.6
Kalutara,2011,11,60.0
Kalutara,2011,12,67.7
Kalutara,2012,1,96.8
Kalutara,2012,2,89.7
Kalutara,2012,3,100.0
Kalutara,2012,4,90.0
Kalutara,2012,5,87.1
Kalutara,2012,6,70.0
Kalutara,2012,7,77.4
Kalutara,2012,8,83.9
Kalutara,2012,9,73.3
Kalutara,2012,10,64.5
Kalutara,2012,11,63.3
Kalutara,2012,12,51.6
Kalutara,2013,1,74.2
Kalutara,2013,2,89.3
Kalutara,2013,3,96.8
Kalutara,2013,4,96.7
Kalutara,2013,5,61.3
Kalutara,2013,6,46.7
Kalutara,2013,7,71.0
Kalutara,2013,8,96.8
Kalutara,2013,9,63.3
Kalutara,2013,10,71.0
Kalutara,2013,11,90.0
Kalutara,2013,12,64.5
Kalutara,2014,1,93.5
Kalutara,2014,2,100.0
Kalutara,2014,3,96.8
Kalutara,2014,4,93.3
Kalutara,2014,5,83.9
Kalutara,2014,6,83.3
Kalutara,2014,7,87.1
Kalutara,2014,8,67.7
Kalutara,2014,9,93.3
Kalutara,2014,10,61.3
Kalutara,2014,11,53.3
Kalutara,2014,12,64.5
Kalutara,2015,1,100.0
Kalutara,2015,2,96.4
Kalutara,2015,3,96.8
Kalutara,2015,4,93.3
Kalutara,2015,5,87.1
Kalutara,2015,6,63.3
Kalutara,2015,7,77.4
Kalutara,2015,8,90.3
Kalutara,2015,9,66.7
Kalutara,2015,10,58.1
Kalutara,2015,11,56.7
Kalutara,2015,12,64.5
Kalutara,2016,1,96.8
Kalutara,2016,2,96.6
Kalutara,2016,3,100.0
Kalutara,2016,4,100.0
Kalutara,2016,5,48.4
Kalutara,2016,6,86.7
Kalutara,2016,7,71.0
Kalutara,2016,8,100.0
Kalutara,2016,9,93.3
Kalutara,2016,10,96.8
Kalutara,2016,11,60.0
Kalutara,2016,12,83.9
Kalutara,2017,1,90.3
Kalutara,2017,2,89.3
Kalutara,2017,3,96.8
Kalutara,2017,4,100.0
Kalutara,2017,5,77.4
Kalutara,2017,6,76.7
Kalutara,2017,7,90.3
Kalutara,2017,8,83.9
Kalutara,2017,9,76.7
Kalutara,2017,10,83.9
Kalutara,2017,11,53.3
Kalutara,2017,12,87.1
Kalutara,2018,1,96.8
Kalutara,2018,2,96.4
Kalutara,2018,3,83.9
Kalutara,2018,4,100.0
Kalutara,2018,5,64.5
Kalutara,2018,6,80.0
Kalutara,2018,7,90.3
Kalutara,2018,8,90.3
Kalutara,2018,9,93.3
Kalutara,2018,10,77.4
Kalutara,2018,11,66.7
Kalutara,2018,12,83.9
Kalutara,2019,1,100.0
Kalutara,2019,2,96.4
Kalutara,2019,3,100.0
Kalutara,2019,4,86.7
Kalutara,2019,5,87.1
Kalutara,2019,6,83.3
Kalutara,2019,7,93.5
Kalutara,2019,8,61.3
Kalutara,2019,9,63.3
Kalutara,2019,10,54.8
Kalutara,2019,11,83.3
Kalutara,2019,12,61.3
Kalutara,2020,1,100.0
Kalutara,2020,2,100.0
Kalutara,2020,3,100.0
Kalutara,2020,4,100.0
Kalutara,2020,5,58.1
Kalutara,2020,6,83.3
Kalutara,2020,7,67.7
Kalutara,2020,8,77.4
Kalutara,2020,9,40.0
Kalutara,2020,10,100.0
Kalutara,2020,11,83.3
Kalutara,2020,12,77.4
