precipitation_hours,sunshine_duration,wind_speed_10m_max,et0_fao_evapotranspiration,prediction,residual
19,36518.39,25.6,2.73,3.32,-0.59
11,37519.83,18.1,2.99,3.7,-0.71
7,39600.0,18.9,3.3,4.34,-1.04
11,30024.3,18.3,2.41,3.45,-1.04
11,27779.49,12.7,2.95,3.28,-0.33
1,39482.78,11.0,4.7,4.75,-0.05
0,40454.65,7.6,5.08,5.02,0.06
5,39777.83,9.7,4.1,4.46,-0.36
0,40296.52,14.3,3.84,5.09,-1.25
1,40056.93,10.7,4.81,4.91,-0.1
2,39858.21,8.3,4.04,4.66,-0.62
5,39858.29,5.9,3.92,4.39,-0.47
3,39873.95,10.8,3.55,4.63,-1.08
0,39891.8,13.3,3.5,4.95,-1.45
0,40061.26,12.6,3.39,5.11,-1.72
2,40260.46,10.1,3.9,4.75,-0.85
3,39889.34,11.4,3.72,4.63,-0.91
5,39254.27,9.7,3.4,4.31,-0.91
8,39600.0,8.7,3.32,3.96,-0.64
9,38569.8,6.2,3.51,3.88,-0.37
7,40074.9,6.5,3.93,4.36,-0.43
9,33063.21,5.1,3.12,3.62,-0.5
8,26419.15,6.4,2.77,3.22,-0.45
8,26243.91,9.2,3.07,3.26,-0.19
7,32911.17,14.3,3.0,3.81,-0.81
6,39959.33,14.0,3.07,4.39,-1.32
2,39631.27,10.8,3.88,4.76,-0.88
8,40097.09,9.2,3.73,4.1,-0.37
8,39883.26,7.1,3.9,4.0,-0.1
7,39957.38,8.4,3.79,4.31,-0.52
2,36492.52,7.6,3.85,4.15,-0.3
6,35606.9,13.8,3.08,3.98,-0.9
7,37545.82,8.2,3.63,3.99,-0.36
4,40901.62,9.2,4.34,4.79,-0.45
4,40805.33,10.0,4.39,4.71,-0.32
16,37548.24,8.4,3.61,3.53,0.08
10,28551.65,7.2,3.13,3.52,-0.39
12,29414.98,5.6,2.73,3.27,-0.54
7,36691.91,5.7,3.39,3.98,-0.59
8,28315.56,9.4,3.06,3.3,-0.24
11,27832.99,8.0,3.0,3.18,-0.18
16,27166.18,5.9,3.06,2.86,0.2
14,8128.03,6.4,2.03,1.96,0.07
13,27281.66,5.2,2.67,3.06,-0.39
10,24038.41,5.2,2.67,2.92,-0.25
7,28571.06,7.9,3.23,3.56,-0.33
14,34814.84,15.9,2.96,3.4,-0.44
12,13823.67,16.6,2.18,2.36,-0.18
17,19021.31,18.4,2.08,2.57,-0.49
20,25582.25,24.2,1.61,2.99,-1.38
18,1457.01,20.0,1.4,1.83,-0.43
8,40302.04,18.8,3.01,4.24,-1.23
20,31064.53,19.0,2.37,3.02,-0.65
16,30509.92,20.6,2.0,3.26,-1.26
12,40275.38,15.3,3.02,4.06,-1.04
15,31603.68,13.1,2.64,3.47,-0.83
3,37584.98,12.7,3.22,4.34,-1.12
1,32112.13,10.8,2.76,3.77,-1.01
12,21638.81,16.8,2.32,3.05,-0.73
15,34372.7,14.0,2.77,3.36,-0.59
9,26223.49,14.2,2.63,3.25,-0.62
0,40859.91,16.0,3.92,5.14,-1.22
4,40486.71,17.4,3.41,4.73,-1.32
11,26084.79,4.7,2.84,2.94,-0.1
12,22712.9,5.9,2.51,2.86,-0.35
13,23467.0,6.5,2.77,3.0,-0.23
8,28771.25,5.2,2.86,3.48,-0.62
6,39658.97,7.4,4.15,4.32,-0.17
9,36376.4,8.1,3.37,3.91,-0.54
9,35723.25,5.9,3.41,3.7,-0.29
8,39718.22,5.9,3.87,3.86,0.01
15,26501.64,5.0,2.75,2.84,-0.09
13,21600.0,5.9,2.24,2.85,-0.61
10,27467.04,7.6,2.87,3.12,-0.25
12,21567.26,13.9,2.4,3.05,-0.65
19,16802.25,17.3,2.0,2.42,-0.42
24,26150.62,21.3,2.17,2.76,-0.59
9,11118.77,23.4,1.92,2.55,-0.63
5,8579.16,18.6,1.64,2.66,-1.02
8,36819.92,8.9,3.83,4.0,-0.17
5,37292.43,8.2,3.77,4.12,-0.35
5,39189.95,14.2,3.27,4.29,-1.02
7,28944.95,18.2,2.78,3.49,-0.71
5,21266.86,19.3,1.93,3.33,-1.4
14,33928.09,21.4,2.71,3.45,-0.74
21,37795.7,21.7,2.67,3.28,-0.61
24,18000.0,27.5,1.85,2.72,-0.87
24,6438.13,33.4,1.34,1.53,-0.19
24,17452.99,33.4,1.33,2.51,-1.18
24,9944.01,33.2,1.13,1.74,-0.61
18,40397.35,23.5,2.94,4.25,-1.31
24,40288.96,16.9,2.72,3.62,-0.9
20,39272.34,18.1,2.91,3.5,-0.59
18,39051.45,16.6,3.12,3.64,-0.52
3,34845.13,14.3,3.29,4.36,-1.07
0,40449.93,13.8,4.16,4.98,-0.82
6,38769.23,6.9,4.25,4.28,-0.03
6,40253.89,9.1,3.74,4.45,-0.71
10,28822.91,13.3,2.84,3.65,-0.81
5,36392.12,13.0,3.19,4.13,-0.94
0,33809.93,11.4,3.73,4.05,-0.32
1,33581.27,11.9,3.46,4.0,-0.54
10,36516.04,20.2,3.18,3.72,-0.54
23,32457.3,19.9,2.58,3.09,-0.51
20,36463.32,26.2,2.39,3.76,-1.37
21,38117.7,22.3,2.58,3.28,-0.7
24,18631.76,22.6,1.78,2.35,-0.57
24,256.3,26.2,1.07,1.4,-0.33
24,3852.14,24.5,1.29,1.4,-0.11
24,24926.34,25.3,2.37,2.71,-0.34
24,31427.78,26.0,2.23,2.82,-0.59
24,34505.1,27.2,2.75,3.47,-0.72
22,36055.46,23.8,2.84,3.42,-0.58
18,38587.66,22.2,3.1,3.69,-0.59
21,36568.46,22.5,3.09,3.35,-0.26
22,39855.55,26.7,2.9,3.91,-1.01
18,36888.95,20.8,2.8,3.56,-0.76
23,18886.57,18.4,1.8,2.35,-0.55
12,25919.95,14.4,2.46,3.15,-0.69
10,36552.7,17.4,2.85,3.79,-0.94
19,39883.44,20.1,3.0,3.74,-0.74
17,37845.09,22.4,2.98,3.43,-0.45
23,17800.13,21.9,1.77,2.42,-0.65
20,26376.45,22.9,2.29,3.05,-0.76
24,8323.44,25.8,1.31,1.99,-0.68
13,29436.18,12.0,3.09,3.54,-0.45
5,16199.37,8.0,2.21,2.67,-0.46
10,17151.9,13.4,1.82,2.58,-0.76
13,30422.03,10.5,3.21,3.53,-0.32
18,0.0,18.4,1.18,1.86,-0.68
8,25967.63,12.5,2.87,3.34,-0.47
16,6858.96,19.6,1.41,1.77,-0.36
16,29377.88,13.5,2.77,3.19,-0.42
13,16945.26,16.2,2.06,2.65,-0.59
9,29520.76,13.8,2.79,3.54,-0.75
10,36844.11,16.9,3.06,3.81,-0.75
13,36000.0,18.2,3.19,3.65,-0.46
12,32658.38,23.1,2.71,3.62,-0.91
2,32298.96,15.6,3.15,4.09,-0.94
1,36156.45,14.6,3.81,4.53,-0.72
0,40195.59,8.9,4.58,5.07,-0.49
0,40195.88,12.5,4.5,5.1,-0.6
9,40425.17,8.8,3.77,4.06,-0.29
8,39934.46,7.2,4.16,4.0,0.16
7,37087.74,7.9,3.54,4.0,-0.46
7,40282.85,7.1,3.57,4.35,-0.78
7,39642.06,7.2,3.57,4.28,-0.71
8,39920.18,6.5,3.85,4.0,-0.15
6,39663.27,8.0,4.32,4.33,-0.01
0,40583.21,11.9,3.93,5.05,-1.12
1,40596.58,13.3,3.73,5.05,-1.32
6,38587.33,9.0,3.82,4.21,-0.39
8,40601.59,5.5,4.11,4.04,0.07
10,40244.41,6.6,3.84,4.05,-0.21
9,39802.95,7.6,3.61,3.96,-0.35
6,40654.25,9.4,3.93,4.41,-0.48
6,40625.34,8.9,4.75,4.41,0.34
0,40177.22,10.4,4.96,5.03,-0.07
6,39600.0,8.8,4.55,4.37,0.18
5,40155.15,11.4,4.27,4.57,-0.3
2,40553.89,10.7,4.65,4.86,-0.21
0,40634.36,13.1,4.84,5.04,-0.2
6,40376.21,7.9,4.31,4.37,-0.06
7,31029.67,10.5,3.49,3.65,-0.16
7,25860.28,6.1,2.92,3.13,-0.21
10,17202.12,6.0,2.36,2.5,-0.14
9,35592.13,6.9,3.28,3.85,-0.57
11,27695.56,5.2,3.02,3.1,-0.08
11,30674.54,6.7,3.45,3.41,0.04
13,27437.83,6.0,3.08,3.06,0.02
7,29256.48,6.0,2.87,3.48,-0.61
12,5114.38,5.6,2.01,1.85,0.16
15,26413.11,8.4,2.71,2.87,-0.16
15,8374.2,14.3,1.91,2.26,-0.35
18,21359.85,16.6,2.02,2.84,-0.82
19,0.0,24.4,0.68,1.49,-0.81
22,10576.51,24.6,1.77,2.15,-0.38
24,8224.35,37.8,1.17,1.79,-0.62
24,5692.81,34.8,1.16,1.62,-0.46
24,15751.15,31.8,1.55,2.51,-0.96
24,1162.75,29.3,1.02,1.55,-0.53
24,18000.0,25.4,1.95,2.28,-0.33
23,15756.23,22.6,1.91,2.42,-0.51
18,24609.78,21.1,2.16,2.94,-0.78
21,28102.99,21.3,2.45,3.02,-0.57
19,23101.23,19.9,1.99,2.84,-0.85
15,39846.83,8.7,3.53,3.94,-0.41
9,40455.4,12.0,4.67,4.29,0.38
7,37266.89,8.7,4.39,4.05,0.34
10,40052.4,13.8,3.97,4.02,-0.05
13,40014.9,16.2,3.97,4.17,-0.2
10,40053.75,18.0,3.85,4.07,-0.22
12,38115.35,15.3,3.7,3.69,0.01
14,38920.94,15.5,3.87,3.77,0.1
17,24943.5,17.3,3.17,2.9,0.27
18,14816.89,15.6,2.55,2.32,0.23
3,39126.26,16.5,4.33,4.54,-0.21
1,39954.93,18.0,4.34,5.48,-1.14
12,33325.87,17.3,3.4,3.53,-0.13
10,39931.76,21.4,3.99,4.11,-0.12
17,38422.05,22.3,3.14,3.66,-0.52
20,36333.57,21.1,3.28,3.37,-0.09
17,17005.57,21.1,2.69,2.63,0.06
14,20229.37,23.8,2.51,2.72,-0.21
23,33327.12,23.4,2.88,3.23,-0.35
19,34731.32,22.5,3.11,3.31,-0.2
24,4209.81,23.5,1.67,1.45,0.22
24,27347.35,23.0,2.68,2.85,-0.17
20,28635.01,21.7,3.04,3.16,-0.12
18,37609.77,19.5,3.41,3.52,-0.11
19,39517.62,23.9,3.59,3.77,-0.18
17,34134.49,22.6,3.44,3.43,0.01
19,40277.75,25.0,3.73,4.02,-0.29
10,40842.16,25.9,4.46,4.63,-0.17
16,40120.9,19.5,3.53,4.0,-0.47
9,40739.34,20.6,4.07,4.2,-0.13
8,40741.94,23.8,4.28,4.36,-0.08
8,40634.77,26.6,4.33,4.65,-0.32
16,31461.38,21.3,2.96,3.32,-0.36
7,40253.81,26.7,4.51,4.97,-0.46
1,40254.65,24.6,4.88,5.65,-0.77
5,40052.79,24.4,4.06,4.62,-0.56
17,34383.62,23.5,3.89,3.45,0.44
12,39850.89,22.1,3.82,4.11,-0.29
16,38917.86,24.5,3.99,3.89,0.1
13,40157.32,24.8,4.09,4.52,-0.43
19,39749.71,18.2,3.86,3.63,0.23
17,40056.62,17.3,3.93,3.79,0.14
8,40672.28,19.0,4.32,4.27,0.05
14,38521.84,14.5,3.75,3.76,-0.01
5,40367.28,20.5,4.67,4.62,0.05
6,40115.96,17.2,4.25,4.58,-0.33
13,37567.39,18.5,4.01,3.73,0.28
4,40604.78,14.3,4.63,4.58,0.05
12,40636.88,13.2,3.88,4.08,-0.2
7,40786.42,12.0,4.57,4.48,0.09
10,40788.7,14.6,4.15,4.14,0.01
20,40655.11,16.4,4.21,4.06,0.15
12,40855.37,18.2,4.46,4.0,0.46
12,40646.81,20.5,4.01,4.09,-0.08
14,40511.35,18.4,4.44,4.17,0.27
15,40299.88,18.6,4.07,3.97,0.1
12,39600.0,20.5,3.53,4.05,-0.52
15,37917.53,20.2,3.71,3.62,0.09
15,34272.63,24.0,3.37,3.5,-0.13
18,34400.86,29.5,3.37,3.82,-0.45
13,40171.3,27.0,4.57,4.52,0.05
14,39793.91,25.4,3.91,4.35,-0.44
19,40501.32,28.3,3.76,4.08,-0.32
9,40456.05,18.5,4.98,4.3,0.68
0,40891.73,21.3,5.39,5.82,-0.43
0,40356.7,22.6,5.45,5.87,-0.42
0,40763.52,23.5,5.94,5.86,0.08
0,40827.12,26.8,5.85,5.82,0.03
0,40421.08,26.4,5.67,5.92,-0.25
2,40185.64,19.8,4.96,5.23,-0.27
5,40667.98,19.5,4.5,4.6,-0.1
0,40564.14,19.2,5.29,5.57,-0.28
0,40903.73,19.1,5.34,5.54,-0.2
3,40700.5,22.3,5.16,5.07,0.09
6,40526.86,20.6,4.24,4.56,-0.32
2,40780.2,20.5,5.19,5.08,0.11
3,40955.14,20.6,4.94,4.98,-0.04
0,40426.73,21.1,5.2,5.76,-0.56
0,41302.45,22.8,5.5,6.04,-0.54
0,41276.1,22.2,5.63,6.04,-0.41
0,39951.37,23.6,5.42,6.11,-0.69
5,40376.13,23.8,4.72,4.62,0.1
6,39655.77,24.2,4.18,4.44,-0.26
16,29855.77,23.9,3.44,3.36,0.08
14,40592.63,23.7,3.9,4.02,-0.12
15,39636.31,23.6,3.79,4.0,-0.21
22,39600.0,26.3,3.64,3.87,-0.23
20,31715.15,25.9,2.92,3.15,-0.23
17,23800.04,24.9,2.99,2.99,0.0
19,40062.55,26.4,3.52,3.86,-0.34
21,36136.21,23.7,3.47,3.39,0.08
19,35044.76,23.1,3.33,3.33,0.0
15,38967.02,28.1,3.51,4.16,-0.65
17,40673.44,27.0,3.83,3.96,-0.13
19,21600.0,12.5,3.01,2.85,0.16
13,32637.67,18.2,3.72,3.49,0.23
18,23116.24,20.1,2.96,2.89,0.07
20,5372.49,17.3,1.91,1.68,0.23
18,2331.49,15.8,2.19,1.88,0.31
24,12228.69,16.3,2.28,2.11,0.17
14,34263.2,19.2,3.16,3.37,-0.21
1,39954.03,22.8,4.92,5.63,-0.71
3,39750.39,26.0,4.93,5.03,-0.1
8,38423.27,23.7,4.8,3.98,0.82
5,39657.83,25.6,4.49,4.98,-0.49
13,37821.58,26.8,4.07,4.17,-0.1
20,37063.16,26.2,3.39,3.75,-0.36
14,39161.36,27.2,3.69,4.01,-0.32
5,40473.79,27.4,4.4,5.05,-0.65
7,40163.97,30.7,4.48,5.12,-0.64
4,40477.22,20.6,4.4,4.75,-0.35
6,40430.32,21.7,4.27,4.55,-0.28
15,38261.95,18.9,3.27,3.82,-0.55
21,13214.63,21.7,2.42,2.11,0.31
17,40061.89,20.7,3.78,3.9,-0.12
13,40168.14,23.1,4.4,4.24,0.16
18,40373.93,22.5,4.3,4.2,0.1
18,40596.64,23.8,3.83,4.15,-0.32
17,40277.11,28.3,3.96,4.14,-0.18
12,40493.36,28.1,4.57,4.66,-0.09
18,40769.17,24.7,4.19,4.16,0.03
9,39954.21,21.6,3.94,4.23,-0.29
13,40498.44,23.8,4.31,4.23,0.08
24,40500.06,22.6,3.66,3.79,-0.13
22,20861.91,21.4,2.72,2.88,-0.16
6,40354.32,12.0,4.27,4.47,-0.2
11,39647.04,13.8,3.76,3.91,-0.15
11,25528.62,14.3,3.02,3.13,-0.11
19,24672.22,17.6,2.84,2.85,-0.01
24,1159.69,14.3,1.26,1.38,-0.12
17,10490.07,13.9,1.99,2.25,-0.26
21,39405.07,14.6,3.51,3.54,-0.03
16,38218.68,16.5,4.07,3.49,0.58
12,39809.43,15.9,4.05,4.04,0.01
17,39426.95,16.1,3.74,3.7,0.04
6,37848.6,15.3,3.92,4.07,-0.15
1,35313.85,17.1,3.97,4.61,-0.64
0,36514.36,18.2,4.06,4.62,-0.56
6,32252.28,22.6,4.22,3.85,0.37
9,33066.62,25.4,4.28,4.42,-0.14
0,40990.19,27.6,5.62,5.95,-0.33
0,40533.27,24.5,5.48,5.83,-0.35
0,40442.98,23.7,4.93,5.87,-0.94
12,40480.53,20.4,4.41,4.22,0.19
11,40166.71,18.5,3.99,4.19,-0.2
14,36668.62,23.3,3.68,3.58,0.1
19,40591.65,23.1,4.2,4.19,0.01
10,40274.92,23.2,4.23,4.25,-0.02
11,38425.32,20.9,3.94,3.95,-0.01
20,40062.7,27.8,3.73,4.0,-0.27
10,40707.59,20.8,4.24,4.22,0.02
15,40336.2,18.8,3.66,3.97,-0.31
17,39732.17,20.6,3.38,3.81,-0.43
11,40389.12,20.4,4.39,4.24,0.15
19,40281.09,23.2,3.71,3.83,-0.12
15,40281.82,23.3,3.77,4.08,-0.31
11,39495.16,12.9,4.33,4.02,0.31
7,40051.43,16.1,4.3,4.27,0.03
14,40015.23,15.8,4.32,4.04,0.28
18,39600.0,14.8,4.27,3.71,0.56
11,39600.0,15.0,3.96,4.01,-0.05
12,38011.91,19.5,3.82,3.72,0.1
10,39600.0,17.0,4.33,4.05,0.28
13,37627.95,15.4,3.98,3.7,0.28
17,32435.85,22.3,2.92,3.34,-0.42
21,25437.79,15.4,3.29,2.9,0.39
20,24820.99,16.7,2.99,2.88,0.11
4,37996.43,13.4,3.7,4.42,-0.72
15,39600.0,20.0,4.12,3.98,0.14
14,36970.97,17.8,3.84,3.61,0.23
13,40292.64,15.7,4.02,4.07,-0.05
17,40578.69,15.8,4.0,3.94,0.06
12,39908.31,22.2,3.98,4.11,-0.13
22,38874.27,20.0,3.97,3.66,0.31
19,39642.47,19.9,3.83,3.71,0.12
18,25763.36,20.9,2.88,2.94,-0.06
18,39640.38,22.7,3.74,3.89,-0.15
15,36779.32,22.1,3.94,3.58,0.36
11,40699.14,25.1,4.05,4.48,-0.43
11,40808.34,24.6,4.05,4.11,-0.06
4,40704.49,24.8,4.81,4.91,-0.1
18,40516.41,24.2,4.22,4.21,0.01
14,40494.19,24.2,4.37,4.23,0.14
11,37784.79,22.6,4.0,3.68,0.32
21,40447.87,23.9,4.36,4.05,0.31
20,40171.64,19.7,3.93,3.78,0.15
20,39842.51,21.7,3.78,3.77,0.01
5,40051.2,10.6,4.64,4.54,0.1
8,30498.16,13.9,3.77,3.55,0.22
12,38505.85,11.5,3.94,4.0,-0.06
11,40256.28,13.9,4.57,4.04,0.53
6,39662.14,11.6,4.38,4.39,-0.01
8,37531.02,15.1,3.89,3.94,-0.05
11,3321.79,12.0,2.42,2.16,0.26
10,37214.02,14.4,4.06,3.89,0.17
14,39325.81,9.4,3.81,3.84,-0.03
13,20292.51,10.3,2.92,2.69,0.23
21,6759.68,9.8,1.92,1.62,0.3
19,20112.88,10.9,2.46,2.54,-0.08
17,26668.03,17.0,3.01,3.0,0.01
24,0.0,22.0,1.12,1.34,-0.22
24,0.0,32.2,1.18,1.53,-0.35
20,23347.91,32.1,2.87,3.22,-0.35
21,35880.49,30.4,3.47,3.79,-0.32
17,39747.22,28.0,4.1,4.12,-0.02
24,39956.4,24.8,3.41,3.56,-0.15
17,34718.46,26.3,3.95,3.83,0.12
20,32400.0,21.2,3.66,3.2,0.46
23,25370.33,22.9,3.02,2.87,0.15
22,40381.98,26.2,4.27,4.01,0.26
21,36356.5,24.2,3.53,3.39,0.14
17,38347.0,27.4,4.02,3.91,0.11
17,40170.41,26.0,4.35,4.11,0.24
19,38284.75,23.7,3.23,3.64,-0.41
24,29572.54,23.6,2.92,3.06,-0.14
15,36257.05,21.6,3.05,3.58,-0.53
17,40634.25,24.6,4.05,4.01,0.04
16,32244.47,21.6,2.95,3.41,-0.46
7,40456.25,13.0,4.48,4.45,0.03
5,40015.38,9.9,4.33,4.51,-0.18
5,40559.02,11.2,4.23,4.56,-0.33
3,40488.07,11.3,4.55,4.76,-0.21
8,40760.34,10.2,4.24,4.22,0.02
4,22307.85,14.5,2.9,3.37,-0.47
8,37644.87,12.9,3.48,4.03,-0.55
12,39708.03,11.4,4.38,4.08,0.3
11,40260.64,13.4,4.11,4.04,0.07
15,40261.86,12.2,4.05,4.01,0.04
18,29667.87,12.2,3.66,3.4,0.26
11,40526.68,15.8,4.17,4.07,0.1
13,40779.84,17.0,4.28,4.02,0.26
20,40162.46,20.3,3.76,3.76,0.0
23,39748.8,27.2,3.66,3.78,-0.12
23,39600.0,23.4,3.98,3.73,0.25
24,38781.7,21.2,4.18,3.65,0.53
20,33750.65,26.8,3.24,3.62,-0.38
18,40271.13,24.5,4.6,3.99,0.61
22,31724.31,24.9,3.78,3.21,0.57
23,31787.57,22.6,3.48,3.18,0.3
20,21194.04,24.0,2.77,2.94,-0.17
24,28361.89,20.5,2.79,2.84,-0.05
23,37186.54,19.4,3.06,3.43,-0.37
24,33352.3,25.3,3.24,2.98,0.26
23,26564.5,24.6,2.57,2.94,-0.37
20,40522.49,27.0,3.56,3.92,-0.36
19,40931.13,29.2,4.56,4.46,0.1
21,39600.0,32.5,4.04,4.09,-0.05
24,19920.34,25.2,2.13,2.28,-0.15
20,32345.61,30.6,3.3,3.6,-0.3
19,39949.93,12.1,3.94,3.88,0.06
17,39600.0,13.4,3.68,3.58,0.1
9,33193.74,11.2,3.42,3.88,-0.46
12,32246.26,12.9,3.45,3.57,-0.12
18,22090.82,13.4,2.92,2.83,0.09
15,307.87,13.5,1.99,1.92,0.07
15,22497.38,13.5,2.87,2.82,0.05
19,21274.81,15.3,2.83,2.75,0.08
18,23281.17,14.8,2.87,2.87,0.0
15,23923.48,12.8,2.99,2.9,0.09
13,32581.47,10.2,3.53,3.61,-0.08
16,32957.09,13.1,3.1,3.52,-0.42
13,33201.25,9.4,3.24,3.59,-0.35
21,25539.46,13.8,2.99,2.84,0.15
12,27657.89,9.5,3.39,3.33,0.06
23,36000.0,12.0,3.09,3.41,-0.32
24,0.0,17.4,1.37,1.6,-0.23
22,18190.19,13.6,2.54,2.52,0.02
15,4668.36,16.8,2.32,1.92,0.4
24,5459.02,20.0,1.99,1.55,0.44
24,5239.63,22.3,1.61,1.34,0.27
24,29782.36,18.4,2.72,2.95,-0.23
24,33446.4,17.7,2.99,3.06,-0.07
24,7098.7,24.3,1.98,1.4,0.58
23,29066.64,23.7,3.33,3.12,0.21
21,29736.68,21.6,3.05,3.16,-0.11
24,36537.08,27.9,3.37,3.54,-0.17
23,19552.5,27.0,3.25,3.03,0.22
15,40171.44,32.5,4.78,4.64,0.14
11,40062.37,28.4,4.9,4.71,0.19
16,38986.26,25.9,4.07,4.15,-0.08
21,38938.49,22.2,3.85,3.64,0.21
22,39600.0,20.8,4.24,3.81,0.43
24,12789.68,19.9,2.67,2.14,0.53
19,26595.67,17.3,3.39,2.95,0.44
11,39074.78,16.5,3.96,3.91,0.05
0,40257.45,13.8,5.15,5.07,0.08
17,39452.23,15.6,3.49,3.69,-0.2
10,40361.32,21.7,5.0,4.27,0.73
0,40362.46,20.7,5.68,5.76,-0.08
3,40261.32,18.5,4.98,5.01,-0.03
15,40364.87,16.3,4.81,4.26,0.55
13,39852.27,17.4,4.15,4.15,0.0
14,40161.37,18.4,4.35,4.06,0.29
17,39532.54,15.5,3.51,3.69,-0.18
23,39955.88,20.8,4.49,3.94,0.55
23,39600.0,17.7,3.64,3.6,0.04
23,39016.87,14.5,3.7,3.48,0.22
24,31721.92,15.6,3.15,3.03,0.12
21,39851.68,12.2,3.7,3.73,-0.03
22,35986.43,15.4,3.79,3.39,0.4
20,39745.45,14.8,3.82,3.54,0.28
20,26166.65,15.6,3.03,2.91,0.12
24,17796.43,17.6,2.74,2.4,0.34
18,28666.63,18.9,3.42,3.21,0.21
20,36088.47,22.4,4.11,3.35,0.76
16,39852.86,18.2,4.26,3.97,0.29
24,39118.87,15.1,3.78,3.57,0.21
22,39424.46,14.3,3.58,3.54,0.04
22,17782.1,17.0,1.91,2.44,-0.53
19,37760.97,17.4,3.89,3.31,0.58
18,32539.45,20.1,3.32,3.28,0.04
13,39848.64,17.6,4.22,4.15,0.07
13,40254.59,16.8,4.46,4.13,0.33
9,39254.53,12.6,4.23,3.96,0.27
18,34836.62,14.4,3.22,3.32,-0.1
16,39600.0,15.2,3.69,3.86,-0.17
23,17634.34,15.2,2.5,2.44,0.06
22,39600.0,13.3,3.77,3.75,0.02
13,36694.84,14.9,4.15,3.73,0.42
13,37818.18,10.7,3.68,3.83,-0.15
20,39749.96,13.2,3.81,3.65,0.16
14,11558.82,13.8,2.58,2.22,0.36
17,39600.0,11.9,4.18,3.79,0.39
13,34315.21,12.2,3.46,3.62,-0.16
17,26979.37,13.2,3.45,3.05,0.4
24,27461.03,21.9,2.89,2.83,0.06
21,16841.52,27.9,3.27,3.13,0.14
22,17628.32,28.8,3.01,3.12,-0.11
19,18407.02,32.1,2.94,3.35,-0.41
18,16912.12,28.9,3.21,3.16,0.05
15,38606.52,27.6,4.84,4.2,0.64
23,26098.29,24.2,3.13,2.86,0.27
23,39564.28,20.6,3.09,3.55,-0.46
15,39945.38,24.1,3.97,4.14,-0.17
22,35515.41,23.5,3.42,3.45,-0.03
12,27130.55,20.2,3.53,3.23,0.3
23,24967.07,19.5,2.66,2.84,-0.18
24,27634.27,20.6,2.97,2.84,0.13
23,33932.87,22.3,3.11,3.27,-0.16
22,21234.54,28.4,2.94,2.92,0.02
24,40281.59,21.2,4.12,3.7,0.42
18,40502.67,17.1,4.4,4.27,0.13
4,40354.72,10.3,3.95,4.64,-0.69
14,39600.0,10.7,4.23,3.95,0.28
17,30110.37,11.7,3.84,3.43,0.41
11,21646.13,10.4,3.16,3.12,0.04
14,39600.0,13.0,4.5,3.96,0.54
10,30128.86,12.6,3.47,3.65,-0.18
9,28800.0,12.7,3.94,3.64,0.3
12,38449.5,10.8,3.86,4.0,-0.14
11,36000.0,10.9,4.45,3.74,0.71
10,30017.44,12.3,3.41,3.65,-0.24
14,32152.29,11.7,3.72,3.48,0.24
23,26408.15,21.0,2.99,2.95,0.04
23,14750.17,19.5,2.39,2.04,0.35
24,30099.08,23.6,3.81,3.05,0.76
4,30130.91,19.2,3.76,3.83,-0.07
8,17278.28,17.3,2.83,2.75,0.08
0,39747.59,13.6,4.83,4.94,-0.11
6,39746.95,14.2,4.73,4.34,0.39
15,39641.25,19.2,4.45,3.97,0.48
23,36002.82,17.9,3.93,3.25,0.68
24,34704.71,16.3,3.14,3.12,0.02
17,39600.0,22.5,4.75,3.83,0.92
24,37171.45,21.5,3.46,3.37,0.09
23,16706.68,25.8,2.57,2.59,-0.02
18,5571.31,31.4,2.66,2.78,-0.12
21,37862.41,34.6,4.55,4.02,0.53
22,38107.38,34.0,3.84,4.05,-0.21
20,39845.54,30.2,4.44,4.06,0.38
19,39626.58,29.3,4.43,3.95,0.48
16,40456.38,29.8,4.88,4.55,0.33
17,40172.12,26.2,4.25,3.95,0.3
22,9241.32,19.9,2.73,2.08,0.65
14,40152.89,19.9,4.38,4.09,0.29
9,36167.66,17.0,4.19,3.91,0.28
14,33534.05,18.3,3.78,3.37,0.41
23,28086.34,21.5,3.52,2.95,0.57
14,35628.18,24.7,4.22,3.78,0.44
14,39851.31,26.6,4.97,4.24,0.73
22,30610.46,25.6,4.01,3.11,0.9
23,36988.57,25.3,3.92,3.42,0.5
24,29582.44,33.0,4.28,3.85,0.43
17,36045.58,31.5,4.67,4.25,0.42
24,17569.67,23.5,2.49,2.37,0.12
24,18607.64,23.7,2.69,2.33,0.36
24,0.0,26.9,1.65,1.4,0.25
23,12091.11,27.7,2.85,2.46,0.39
22,36652.92,24.7,3.97,3.42,0.55
22,36835.23,26.2,3.9,3.78,0.12
23,38769.59,26.4,4.36,3.92,0.44
15,40375.88,26.6,4.61,4.43,0.18
19,40272.01,20.3,4.59,3.77,0.82
13,39850.62,21.8,4.43,4.12,0.31
16,39850.17,24.4,4.49,4.12,0.37
19,40062.32,24.1,4.12,3.83,0.29
24,18960.9,19.9,2.53,2.43,0.1
22,39634.02,18.7,4.12,3.79,0.33
21,39632.34,17.8,3.78,3.67,0.11
23,38449.33,20.5,3.78,3.68,0.1
22,38497.71,22.0,3.69,3.66,0.03
23,28736.64,24.0,3.02,3.12,-0.1
24,28234.9,23.1,3.01,2.85,0.16
21,1921.86,27.8,1.87,1.89,-0.02
18,13971.68,16.5,2.62,2.32,0.3
