precipitation_hours,sunshine_duration,wind_speed_10m_max,et0_fao_evapotranspiration,prediction,residual
2,41013.9,28.3,6.05,5.49,0.56
2,41288.08,23.3,6.34,5.66,0.68
3,40842.25,16.8,6.03,4.97,1.06
2,41058.53,19.2,5.95,5.15,0.8
1,41083.39,19.9,5.79,5.67,0.12
1,40871.16,20.7,5.92,5.67,0.25
3,40355.53,16.8,5.11,5.01,0.1
1,40572.06,21.1,6.22,5.6,0.62
2,41115.44,21.6,5.55,5.61,-0.06
0,41444.73,19.2,5.86,6.04,-0.18
1,41298.04,22.2,6.52,5.88,0.64
1,41630.62,20.8,6.73,6.18,0.55
1,41106.53,24.9,6.19,5.91,0.28
1,41130.72,20.4,6.44,5.67,0.77
1,41556.51,24.7,6.6,6.12,0.48
1,41206.3,23.2,6.49,5.87,0.62
1,39911.74,26.6,6.71,5.79,0.92
1,40614.93,25.7,6.69,5.75,0.94
1,40945.87,27.3,6.36,5.75,0.61
1,40518.98,32.4,6.94,5.98,0.96
0,39938.73,34.7,6.57,6.3,0.27
0,38384.15,34.9,6.17,5.54,0.63
0,41451.02,33.1,6.45,6.38,0.07
0,39600.0,27.7,7.14,5.84,1.3
0,41477.73,26.3,7.16,6.33,0.83
0,39933.16,30.1,6.86,6.31,0.55
0,38912.0,29.5,6.84,6.16,0.68
8,35792.02,8.7,4.17,3.92,0.25
6,38909.88,13.0,4.27,4.23,0.04
7,33566.32,18.1,3.94,3.82,0.12
2,39443.8,14.8,4.5,4.58,-0.08
5,35846.65,10.2,4.25,4.09,0.16
7,34954.76,11.5,4.01,3.9,0.11
4,26011.21,15.8,3.28,3.5,-0.22
7,32407.91,19.7,4.39,3.74,0.65
0,40908.72,21.8,5.38,5.85,-0.47
0,39600.0,20.2,5.48,5.54,-0.06
0,39945.64,20.7,5.47,5.92,-0.45
0,27029.73,26.4,4.83,4.87,-0.04
4,21127.08,22.2,3.79,3.39,0.4
0,36453.93,29.4,5.43,5.83,-0.4
0,39617.57,25.9,6.28,5.87,0.41
0,41274.87,23.9,6.92,6.03,0.89
0,41195.03,20.6,6.47,5.81,0.66
1,40447.01,20.9,6.4,5.61,0.79
3,40579.7,19.6,5.35,5.01,0.34
4,38193.02,23.9,4.75,4.83,-0.08
3,40672.33,23.9,5.3,5.07,0.23
0,41481.07,27.3,6.09,6.33,-0.24
0,41771.14,30.4,6.55,6.29,0.26
0,41693.04,32.1,6.42,6.38,0.04
0,41292.22,34.8,6.52,6.11,0.41
0,40508.54,30.9,6.36,6.24,0.12
0,40475.72,30.2,6.33,6.24,0.09
0,40281.32,25.6,6.72,6.04,0.68
1,41220.04,24.7,6.16,5.85,0.31
2,41264.34,26.4,5.65,5.64,0.01
7,37200.24,31.6,4.43,4.88,-0.45
11,33920.09,6.9,3.4,3.57,-0.17
6,35840.44,10.6,3.74,4.05,-0.31
9,25944.5,7.9,3.5,3.21,0.29
12,22706.57,7.1,2.66,2.96,-0.3
22,14735.48,10.4,2.01,2.13,-0.12
10,27648.84,16.7,3.3,3.2,0.1
9,33761.13,11.0,3.8,3.88,-0.08
6,36861.65,16.6,4.11,4.09,0.02
3,39115.28,17.1,3.89,4.54,-0.65
4,36000.0,20.1,4.35,4.45,-0.1
3,38019.67,17.6,4.52,4.48,0.04
4,37450.91,19.0,4.61,4.45,0.16
3,40487.0,18.1,4.62,4.94,-0.32
2,41096.49,21.7,4.99,5.61,-0.62
0,41338.85,25.3,4.81,6.04,-1.23
0,41081.61,22.5,5.7,6.04,-0.34
0,41482.32,23.7,5.84,6.27,-0.43
3,40399.98,18.5,4.86,5.0,-0.14
0,41050.93,19.3,5.52,5.54,-0.02
0,40062.49,20.5,5.63,5.79,-0.16
1,41654.98,25.0,5.68,6.18,-0.5
0,41394.84,24.0,6.35,6.03,0.32
0,41394.18,25.5,6.4,6.04,0.36
1,40956.84,24.0,5.76,5.68,0.08
3,41413.69,27.0,5.47,5.4,0.07
1,40197.52,21.3,5.17,5.64,-0.47
2,40794.71,20.9,5.31,5.47,-0.16
3,40131.71,20.5,5.41,5.04,0.37
1,39679.33,20.9,5.09,5.62,-0.53
1,40644.46,24.1,5.49,5.7,-0.21
2,41962.11,23.4,5.91,5.94,-0.03
2,40483.59,14.9,4.99,4.96,0.03
3,35088.78,15.5,4.49,4.47,0.02
1,40352.89,15.0,5.23,5.03,0.2
7,40508.02,11.5,4.56,4.46,0.1
10,33698.31,7.2,4.12,3.67,0.45
8,36031.46,8.7,4.3,3.98,0.32
5,36470.75,9.9,4.28,4.16,0.12
6,34665.22,12.7,4.12,3.9,0.22
6,29292.08,14.7,3.55,3.71,-0.16
9,30511.1,12.4,3.18,3.66,-0.48
24,6251.29,8.5,1.72,1.4,0.32
6,30004.58,9.0,3.67,3.68,-0.01
7,28876.61,11.6,2.96,3.65,-0.69
2,38205.49,12.7,3.25,4.3,-1.05
6,38666.2,15.9,3.65,4.29,-0.64
7,36076.81,18.1,3.68,3.95,-0.27
6,38365.92,22.5,3.55,4.27,-0.72
4,31644.07,23.5,3.04,4.29,-1.25
5,38262.77,24.2,4.05,4.33,-0.28
0,30846.19,25.7,4.11,4.61,-0.5
0,40894.34,28.6,5.44,5.95,-0.51
0,41284.52,27.1,4.52,6.08,-1.56
0,41438.78,29.0,4.87,6.27,-1.4
0,41487.93,28.0,5.29,6.27,-0.98
0,40654.55,26.1,5.36,5.88,-0.52
0,41304.28,25.8,5.38,6.04,-0.66
0,40403.77,27.5,5.22,5.92,-0.7
4,32958.26,25.2,4.27,4.3,-0.03
1,41204.03,24.5,5.02,5.85,-0.83
3,39560.01,20.7,4.62,4.99,-0.37
4,35455.05,23.1,4.27,4.32,-0.05
2,39733.25,8.2,4.64,4.73,-0.09
4,40247.41,10.4,5.11,4.67,0.44
1,40906.15,8.2,5.38,5.14,0.24
4,40695.32,7.9,4.92,4.66,0.26
7,40330.3,6.1,4.78,4.38,0.4
6,37446.65,8.1,4.41,4.07,0.34
5,36000.0,5.6,4.39,4.02,0.37
9,36781.87,7.9,4.25,3.91,0.34
6,31842.08,8.9,3.9,3.85,0.05
7,25771.07,9.7,3.57,3.38,0.19
9,26756.66,10.5,2.97,3.38,-0.41
3,15916.85,9.1,2.43,3.07,-0.64
5,39600.0,8.0,4.67,4.45,0.22
11,11974.58,8.7,2.05,2.31,-0.26
24,0.0,13.2,1.02,1.42,-0.4
24,137.62,19.9,1.11,1.55,-0.44
16,3482.35,19.5,1.42,1.77,-0.35
6,39612.22,25.2,3.88,4.93,-1.05
0,39943.16,29.5,4.25,6.4,-2.15
4,23804.81,26.4,3.44,3.4,0.04
1,40053.75,26.1,4.47,5.72,-1.25
0,40381.48,24.4,5.06,5.87,-0.81
0,38933.77,27.2,5.0,5.87,-0.87
2,41072.39,26.9,4.8,5.43,-0.63
0,41337.89,27.0,4.87,6.08,-1.21
0,41527.45,25.1,5.5,6.29,-0.79
3,41001.31,26.6,4.77,5.06,-0.29
1,40501.74,25.1,4.48,5.64,-1.16
4,41207.68,25.5,5.07,5.23,-0.16
1,41382.54,24.1,5.03,5.85,-0.82
0,41296.39,23.2,5.1,6.04,-0.94
4,41009.45,9.5,5.19,4.85,0.34
5,40748.5,12.4,5.16,4.52,0.64
6,40433.88,9.7,4.8,4.44,0.36
1,41151.08,8.7,4.96,5.21,-0.25
3,40919.0,10.1,5.35,4.95,0.4
6,28898.63,13.4,3.77,3.61,0.16
7,29470.38,18.9,3.88,3.51,0.37
4,34782.96,15.9,4.56,4.43,0.13
1,40910.03,14.9,5.07,5.09,-0.02
1,40505.32,17.8,5.08,5.49,-0.41
2,41454.98,14.2,4.77,5.5,-0.73
6,34433.14,9.2,4.48,3.89,0.59
4,39968.74,9.6,4.74,4.59,0.15
4,40661.79,21.4,5.37,4.95,0.42
0,39034.14,27.6,6.22,5.86,0.36
2,37766.15,25.2,6.12,5.38,0.74
2,41237.64,25.4,6.32,5.64,0.68
4,37884.12,29.6,5.26,5.24,0.02
0,40941.15,23.9,6.72,5.8,0.92
2,38339.84,29.4,5.83,5.52,0.31
2,39973.35,21.9,5.85,5.33,0.52
2,28962.09,23.9,4.31,4.28,0.03
4,25866.06,20.9,4.18,4.41,-0.23
1,13920.59,23.0,3.96,4.24,-0.28
2,33097.13,28.8,4.84,4.98,-0.14
3,2248.81,29.5,3.1,3.4,-0.3
2,41446.69,27.3,6.25,5.91,0.34
1,40741.5,33.9,6.84,6.04,0.8
3,41205.8,28.1,6.01,5.53,0.48
0,38162.82,30.0,5.74,5.78,-0.04
7,34310.86,29.9,4.95,4.78,0.17
3,40048.83,14.6,5.38,4.86,0.52
2,37324.35,14.7,5.29,4.46,0.83
8,37108.78,15.0,4.68,3.96,0.72
5,39600.0,11.3,4.84,4.46,0.38
9,25225.08,15.7,3.45,3.3,0.15
3,29692.3,10.9,4.62,3.79,0.83
8,28800.0,16.2,3.78,3.63,0.15
2,30773.94,16.1,4.31,4.03,0.28
5,31406.2,19.2,3.83,3.86,-0.03
6,25905.84,14.0,3.7,3.3,0.4
3,39622.22,11.8,4.7,4.75,-0.05
6,38145.85,14.8,4.23,4.12,0.11
5,32400.0,14.5,4.38,3.96,0.42
8,33258.21,11.8,4.08,3.92,0.16
4,37616.96,11.0,4.11,4.37,-0.26
8,34480.73,15.7,3.67,3.86,-0.19
6,18456.1,15.6,3.22,2.87,0.35
4,22850.38,17.1,2.87,3.38,-0.51
3,15556.69,18.8,2.97,2.99,-0.02
7,29139.16,19.3,3.44,3.49,-0.05
5,19623.25,22.7,2.91,2.89,0.02
4,16148.07,18.3,2.66,3.52,-0.86
8,20175.83,18.3,2.88,2.75,0.13
6,18110.86,18.1,3.13,2.9,0.23
14,16955.67,15.3,2.47,2.56,-0.09
4,29448.02,19.3,3.08,3.83,-0.75
9,37370.84,25.7,3.9,4.49,-0.59
1,38370.22,29.3,4.74,5.32,-0.58
0,40281.52,32.5,6.07,6.27,-0.2
0,40165.89,28.1,5.41,6.47,-1.06
1,39600.0,24.6,5.71,5.6,0.11
0,38158.06,32.1,5.89,5.81,0.08
0,37488.93,28.6,5.11,5.36,-0.25
0,39944.07,28.0,5.86,6.37,-0.51
0,37437.34,23.2,6.54,5.18,1.36
0,39626.73,21.1,5.38,5.65,-0.27
0,40157.14,20.5,6.47,5.78,0.69
0,40294.0,23.6,7.02,6.03,0.99
0,40265.28,24.2,6.99,6.03,0.96
0,39667.04,23.7,6.7,5.79,0.91
0,39945.15,18.1,6.1,5.65,0.45
0,40075.76,22.2,6.22,6.11,0.11
2,39945.12,19.9,5.89,5.19,0.7
2,39945.04,21.6,5.55,5.33,0.22
0,40053.62,20.2,6.56,5.79,0.77
0,40071.48,21.7,6.55,6.11,0.44
0,39835.05,22.8,6.15,6.01,0.14
6,39503.87,20.5,5.16,4.52,0.64
3,39833.66,20.3,5.66,5.04,0.62
4,39736.46,18.9,5.37,4.86,0.51
6,39943.01,17.8,5.24,4.6,0.64
5,36334.58,16.6,4.6,4.16,0.44
4,36829.03,17.8,5.11,4.44,0.67
5,36000.0,17.9,4.66,4.22,0.44
3,35853.3,20.4,4.88,4.56,0.32
2,39631.93,22.8,5.22,5.34,-0.12
0,40280.06,22.8,6.13,6.03,0.1
0,40051.72,22.0,5.92,6.11,-0.19
1,39950.7,20.7,5.62,5.62,0.0
2,40165.88,19.6,5.72,5.23,0.49
1,39600.0,18.7,6.3,5.52,0.78
0,40048.92,24.5,6.08,6.11,-0.03
4,40089.15,13.7,4.32,4.76,-0.44
1,40192.96,14.3,5.41,5.01,0.4
0,40191.57,9.9,5.24,4.91,0.33
2,39978.44,11.8,4.8,4.87,-0.07
5,39631.88,7.9,5.1,4.43,0.67
4,33703.8,15.2,4.28,3.98,0.3
10,33660.66,13.0,4.22,3.84,0.38
9,34949.29,14.0,3.84,3.76,0.08
7,35371.05,9.1,4.16,3.97,0.19
16,29367.55,9.3,3.8,3.38,0.42
12,15779.36,10.3,2.79,2.68,0.11
11,23040.88,8.3,2.64,2.99,-0.35
4,36000.0,10.6,3.75,4.27,-0.52
6,39930.48,9.6,4.4,4.38,0.02
11,37226.33,13.9,3.9,3.71,0.19
4,16843.44,16.8,3.38,3.46,-0.08
0,30316.33,14.9,4.12,4.2,-0.08
4,29977.48,20.1,3.81,3.84,-0.03
3,35640.7,26.5,4.99,4.63,0.36
0,40401.88,31.8,6.15,6.17,-0.02
1,38516.8,31.1,5.0,5.39,-0.39
1,36104.2,29.1,4.21,5.46,-1.25
2,40066.46,23.4,5.12,5.38,-0.26
4,39825.95,20.6,4.94,4.86,0.08
4,35429.3,17.7,4.54,4.4,0.14
2,38299.76,20.6,4.62,4.73,-0.11
4,38708.43,22.7,4.45,4.81,-0.36
5,40281.28,23.7,4.58,4.66,-0.08
2,35821.03,22.1,4.08,4.42,-0.34
0,38304.52,22.5,4.98,5.25,-0.27
0,38194.43,24.2,5.03,5.33,-0.3
9,28800.0,14.2,3.91,3.53,0.38
8,29736.39,9.7,3.46,3.64,-0.18
13,35153.1,7.7,3.48,3.67,-0.19
8,33982.82,8.5,4.23,3.82,0.41
5,39600.0,10.7,4.22,4.46,-0.24
14,38672.12,9.8,3.82,3.89,-0.07
6,36642.68,13.8,3.59,4.02,-0.43
8,39945.41,16.1,4.04,4.12,-0.08
11,36945.27,7.6,4.23,3.78,0.45
10,33143.61,9.2,4.04,3.82,0.22
6,39600.0,14.8,3.92,4.41,-0.49
6,39620.99,17.7,3.96,4.5,-0.54
9,26248.09,18.1,3.18,3.29,-0.11
1,36611.89,22.7,4.72,5.5,-0.78
2,6781.82,22.5,3.38,3.31,0.07
3,7773.93,17.6,2.18,2.84,-0.66
6,39739.3,14.6,4.68,4.43,0.25
6,39600.0,16.4,4.69,4.5,0.19
4,39610.18,18.9,4.21,4.82,-0.61
5,25606.39,22.5,3.62,3.5,0.12
4,22769.56,22.5,3.34,3.39,-0.05
8,27562.27,25.9,3.72,3.46,0.26
11,33007.12,25.1,3.64,3.6,0.04
6,31240.89,28.5,4.16,4.41,-0.25
9,29948.25,35.2,3.55,4.31,-0.76
8,37277.41,36.9,4.45,5.12,-0.67
3,38276.29,28.5,5.27,5.22,0.05
0,40640.64,24.2,5.69,5.83,-0.14
1,40512.73,22.9,5.51,5.64,-0.13
1,40761.4,19.9,5.68,5.39,0.29
0,40181.77,19.7,5.66,5.78,-0.12
0,37269.07,20.2,5.19,5.47,-0.28
1,40049.26,17.8,5.22,5.48,-0.26
3,40366.24,16.0,5.34,4.9,0.44
5,39506.77,15.9,4.85,4.57,0.28
4,40189.43,15.9,4.59,4.89,-0.3
1,39626.18,19.9,4.95,5.44,-0.49
2,39629.08,17.1,5.22,5.09,0.13
1,36000.0,18.9,5.11,4.72,0.39
1,34404.61,25.1,5.06,4.89,0.17
1,34183.55,25.1,5.39,4.89,0.5
0,40268.43,30.6,6.04,6.26,-0.22
2,40053.15,28.0,6.3,5.46,0.84
13,39944.89,27.6,4.41,4.7,-0.29
9,39504.15,28.4,4.24,4.56,-0.32
5,33777.56,28.0,5.55,4.71,0.84
7,36166.3,26.2,4.94,4.7,0.24
7,36453.94,29.3,4.85,4.78,0.07
14,37167.55,31.5,4.9,4.55,0.35
9,36474.47,30.8,4.66,4.62,0.04
6,40165.18,28.8,5.41,5.34,0.07
7,40277.17,27.7,5.68,5.08,0.6
3,40390.0,27.1,5.92,5.14,0.78
3,39715.8,24.0,5.64,5.03,0.61
5,32743.54,25.7,4.14,4.59,-0.45
7,25114.59,22.9,4.54,3.52,1.02
4,39203.21,24.5,4.93,4.8,0.13
0,40178.36,25.5,5.35,6.08,-0.73
2,40051.18,26.1,5.36,5.42,-0.06
7,40296.39,26.6,5.0,4.97,0.03
4,39949.41,26.4,4.76,4.98,-0.22
5,40048.88,28.1,4.91,5.27,-0.36
17,28711.84,14.4,3.54,3.11,0.43
10,21194.64,12.0,3.09,3.15,-0.06
14,20611.84,16.1,2.94,2.56,0.38
14,25601.61,11.5,3.56,3.26,0.3
11,0.0,14.4,1.46,2.08,-0.62
2,33166.78,14.3,4.11,3.99,0.12
4,12622.52,15.0,2.77,2.79,-0.02
5,10903.07,12.5,2.36,2.49,-0.13
9,22785.8,16.3,3.43,3.19,0.24
2,1217.84,16.1,2.63,2.81,-0.18
2,21383.53,25.2,3.39,3.56,-0.17
0,37909.05,26.3,5.08,5.41,-0.33
0,36847.01,29.5,5.2,5.59,-0.39
0,40162.39,26.6,5.49,6.09,-0.6
0,40162.94,23.6,5.79,6.12,-0.33
0,38485.29,18.3,5.66,5.33,0.33
3,40054.12,18.4,5.01,5.03,-0.02
3,38366.96,18.6,4.31,4.59,-0.28
1,39957.66,18.8,5.2,5.57,-0.37
3,39703.39,20.6,5.08,4.97,0.11
2,40178.76,20.7,5.07,5.56,-0.49
4,39703.23,17.6,4.93,4.83,0.1
5,40178.94,15.6,4.6,4.65,-0.05
2,40495.38,19.4,5.26,5.18,0.08
0,40610.14,20.1,5.85,5.57,0.28
0,40725.94,20.7,6.1,5.79,0.31
2,40385.05,18.7,5.68,5.16,0.52
1,40270.99,22.0,5.51,5.65,-0.14
2,40271.4,15.5,5.15,5.2,-0.05
4,40039.86,15.3,4.89,4.87,0.02
0,40505.18,17.1,5.62,5.13,0.49
5,40299.52,11.8,5.82,4.56,1.26
0,39637.96,17.1,6.09,5.15,0.94
0,37351.93,18.9,5.92,5.43,0.49
4,38336.87,12.7,5.53,4.37,1.16
3,39870.42,16.9,6.12,5.1,1.02
2,40293.89,16.7,6.12,5.22,0.9
8,36238.57,14.8,5.73,3.97,1.76
9,37298.01,11.6,4.31,4.04,0.27
8,29208.21,10.2,3.85,3.66,0.19
14,22087.72,10.7,3.47,3.12,0.35
8,37599.13,15.5,4.83,3.95,0.88
12,20139.19,12.9,3.08,2.68,0.4
11,24837.27,10.2,3.81,3.26,0.55
14,26437.25,9.8,3.44,3.3,0.14
12,28861.11,13.5,3.85,3.39,0.46
13,16330.64,15.3,2.52,2.68,-0.16
18,20111.93,10.2,2.92,2.63,0.29
14,28263.18,14.7,3.69,3.26,0.43
15,17274.07,18.2,3.16,2.61,0.55
22,10002.97,24.5,2.26,2.15,0.11
13,22553.43,20.5,3.04,3.15,-0.11
13,29322.79,33.9,3.74,4.11,-0.37
14,14404.12,27.9,2.73,2.76,-0.03
17,37551.95,28.3,3.93,4.07,-0.14
10,36913.17,33.2,4.67,4.69,-0.02
2,39600.0,31.7,5.02,5.49,-0.47
0,39600.0,32.8,5.3,6.14,-0.84
2,39704.81,29.0,5.28,5.42,-0.14
0,40397.48,28.0,5.28,6.0,-0.72
3,40530.5,24.5,5.08,5.07,0.01
4,39948.66,18.3,5.03,4.92,0.11
12,19436.21,12.9,2.75,2.68,0.07
1,40433.86,13.8,4.99,4.93,0.06
3,37800.96,13.0,4.39,4.34,0.05
4,40540.14,14.3,4.89,4.59,0.3
4,39737.89,16.1,4.92,4.88,0.04
0,41050.51,18.1,5.5,5.39,0.11
2,40454.7,14.6,5.3,4.97,0.33
3,40056.2,14.1,5.03,4.84,0.19
3,36756.12,14.2,4.88,4.34,0.54
1,35892.39,14.4,4.82,4.48,0.34
1,40675.7,15.0,5.2,5.09,0.11
0,40408.96,13.4,5.31,4.98,0.33
1,41210.19,16.1,5.48,5.32,0.16
2,40765.81,19.3,5.47,5.01,0.46
0,40923.39,19.8,5.48,5.54,-0.06
0,40600.34,19.6,5.98,5.58,0.4
1,35761.25,20.0,5.4,4.76,0.64
0,26444.23,33.6,4.91,5.31,-0.4
3,36819.95,34.1,6.25,5.35,0.9
2,39600.0,34.3,5.3,5.49,-0.19
4,17939.65,31.3,3.94,3.57,0.37
0,39598.39,28.5,5.53,5.84,-0.31
1,38514.52,27.5,5.37,5.33,0.04
0,40392.76,32.6,5.86,6.17,-0.31
0,41125.34,34.7,6.74,6.11,0.63
0,41128.61,30.7,7.07,6.31,0.76
0,41874.09,32.6,6.93,6.38,0.55
0,41345.29,32.8,6.58,6.39,0.19
0,41617.91,33.2,6.78,6.38,0.4
1,42005.78,30.1,7.09,6.02,1.07
0,39882.45,26.3,6.62,6.09,0.53
2,40154.87,24.1,5.25,5.58,-0.33
1,40155.59,25.3,4.5,5.67,-1.17
1,39912.42,27.8,5.55,5.92,-0.37
0,40558.86,25.8,5.93,5.84,0.09
0,39824.83,22.9,6.08,6.01,0.07
0,39878.3,27.9,6.02,6.28,-0.26
0,40792.26,29.8,6.46,6.18,0.28
0,41356.38,26.0,6.54,6.04,0.5
0,41785.28,27.5,7.2,6.33,0.87
0,41434.43,25.9,6.75,6.29,0.46
0,41599.01,26.3,6.44,6.33,0.11
0,41496.57,21.1,5.89,6.32,-0.43
0,41640.32,19.6,6.53,6.04,0.49
0,42018.36,21.0,6.85,6.32,0.53
0,41571.38,20.7,6.18,6.32,-0.14
1,41607.77,15.5,5.64,5.69,-0.05
3,41269.64,11.2,5.36,4.95,0.41
2,41054.2,11.8,4.82,5.04,-0.22
0,41591.17,15.6,5.73,5.71,0.02
2,41375.0,24.2,6.09,5.64,0.45
1,41822.25,24.4,6.54,6.12,0.42
0,41287.48,22.3,6.15,6.04,0.11
0,41402.71,20.4,6.04,5.81,0.23
0,41743.43,22.9,5.91,6.31,-0.4
2,41089.38,16.0,5.77,5.46,0.31
2,40525.44,17.9,5.46,5.09,0.37
0,41891.53,25.8,6.38,6.29,0.09
0,41382.82,33.7,6.24,6.39,-0.15
1,41808.56,28.8,6.76,6.12,0.64
0,42034.38,29.9,6.74,6.29,0.45
0,42011.23,33.6,6.69,6.38,0.31
0,40911.27,26.7,6.05,5.85,0.2
0,40832.01,23.9,6.75,5.81,0.94
0,41462.19,25.0,7.31,6.29,1.02
0,41361.23,26.7,6.98,6.08,0.9
0,41346.91,30.7,6.94,6.31,0.63
1,41157.79,24.6,6.9,5.85,1.05
0,41249.59,21.4,6.22,6.07,0.15
1,41253.43,18.7,6.25,5.79,0.46
0,41273.64,18.8,6.25,5.78,0.47
0,41245.02,19.3,6.1,5.82,0.28
1,40729.78,18.2,5.71,5.5,0.21
1,41161.31,21.6,6.68,5.88,0.8
1,41380.19,21.8,5.93,5.88,0.05
1,41507.87,22.1,6.27,6.19,0.08
0,41590.09,22.9,6.98,6.31,0.67
0,41906.44,23.3,7.19,6.31,0.88
0,41600.11,28.3,6.88,6.27,0.61
0,41526.64,22.7,6.62,6.31,0.31
0,41830.71,25.7,7.19,6.29,0.9
1,41820.62,24.8,6.93,6.18,0.75
1,40635.57,28.0,7.24,5.86,1.38
0,40167.48,26.5,6.97,6.09,0.88
0,40055.45,31.1,7.31,6.4,0.91
0,40369.69,36.4,7.6,6.22,1.38
0,39828.12,37.8,7.61,6.3,1.31
0,40365.95,37.2,6.99,6.22,0.77
0,41435.88,35.1,7.24,6.13,1.11
0,39600.0,29.7,7.52,6.12,1.4
0,41718.16,30.7,7.69,6.29,1.4
0,39986.43,32.4,7.62,6.42,1.2
0,39133.73,31.3,7.23,6.16,1.07
13,35529.26,13.0,4.43,3.7,0.73
4,39600.0,14.1,4.97,4.35,0.62
3,40178.69,18.9,4.8,5.04,-0.24
0,40576.46,17.1,5.59,5.13,0.46
3,38349.78,13.1,4.94,4.45,0.49
4,35053.95,15.0,4.36,4.42,-0.06
2,38604.19,17.7,4.4,4.61,-0.21
1,39773.61,20.2,5.52,5.46,0.06
0,40904.22,22.3,6.49,5.85,0.64
0,39704.55,22.1,6.49,5.85,0.64
0,39948.6,25.0,6.28,6.14,0.14
0,35558.37,26.6,5.64,5.07,0.57
2,35223.96,26.8,4.52,4.66,-0.14
0,36687.3,34.4,6.29,5.85,0.44
0,40039.63,28.5,7.19,6.37,0.82
0,41220.51,26.7,7.73,6.08,1.65
0,41474.16,22.2,6.36,6.33,0.03
0,40710.45,21.1,6.77,5.83,0.94
0,41703.57,20.4,6.03,6.03,0.0
1,41155.48,24.6,6.08,5.85,0.23
1,41429.82,27.3,6.5,6.2,0.3
0,41931.49,31.2,7.17,6.29,0.88
0,41944.44,32.1,7.54,6.38,1.16
0,42052.75,33.7,7.44,6.38,1.06
0,41072.78,37.5,7.41,6.16,1.25
0,40257.42,32.9,7.06,6.27,0.79
0,40411.5,31.4,7.27,6.17,1.1
0,39600.0,26.9,7.25,5.85,1.4
0,40948.82,26.5,6.8,5.85,0.95
1,41067.65,28.8,6.48,5.83,0.65
1,39600.0,30.5,5.66,5.79,-0.13
6,37461.15,10.2,3.98,4.12,-0.14
2,31333.86,17.2,3.78,3.94,-0.16
8,31929.46,16.9,4.02,3.78,0.24
22,24665.03,15.1,2.49,2.88,-0.39
23,4194.62,16.2,1.76,1.49,0.27
15,36806.74,25.5,3.58,3.77,-0.19
18,36101.53,15.4,4.15,3.48,0.67
10,37636.25,16.2,4.35,3.88,0.47
3,39545.4,19.2,4.28,4.62,-0.34
1,39469.09,22.0,4.81,5.64,-0.83
1,37647.57,20.0,4.9,5.42,-0.52
3,39952.1,19.7,5.49,5.07,0.42
2,40026.49,20.4,5.2,5.19,0.01
0,41398.4,25.2,5.75,6.04,-0.29
0,41046.01,27.6,5.8,5.95,-0.15
0,41406.96,23.3,6.11,6.31,-0.2
0,41785.49,23.3,6.37,6.31,0.06
0,41153.34,17.6,4.8,5.67,-0.87
0,40759.13,21.9,5.87,5.93,-0.06
0,40618.02,21.4,6.38,5.83,0.55
0,41915.9,25.6,6.6,6.29,0.31
0,41928.0,26.7,7.03,6.33,0.7
0,40860.93,28.0,6.98,5.92,1.06
0,41292.19,26.0,6.47,6.04,0.43
1,41184.11,30.0,6.44,6.05,0.39
0,40394.88,25.3,5.85,5.89,-0.04
0,41741.71,21.9,6.04,6.33,-0.29
1,39689.8,21.4,5.77,5.62,0.15
0,40627.59,23.2,5.82,5.88,-0.06
0,41448.59,27.3,6.25,6.33,-0.08
1,42144.28,26.0,6.86,6.18,0.68
0,40869.28,14.3,5.66,5.23,0.43
1,36122.55,14.4,5.16,4.46,0.7
0,40956.52,15.2,5.83,5.23,0.6
1,40977.54,14.1,5.31,5.23,0.08
2,40051.38,14.1,4.96,4.99,-0.03
7,35263.09,13.8,4.62,3.93,0.69
3,36945.86,11.8,4.58,4.35,0.23
2,39700.73,13.3,4.97,4.84,0.13
2,29877.66,14.8,4.38,3.91,0.47
10,35130.47,17.0,4.17,3.79,0.38
24,8673.62,13.7,1.87,1.95,-0.08
11,30917.2,13.4,3.65,3.4,0.25
10,30949.95,11.6,3.43,3.67,-0.24
5,40164.97,14.5,3.94,4.6,-0.66
4,36456.04,15.6,3.86,4.42,-0.56
11,26738.36,19.3,3.68,3.2,0.48
3,39710.65,25.0,4.33,5.03,-0.7
1,23815.63,26.8,3.58,4.32,-0.74
0,39995.83,27.6,5.04,6.37,-1.33
0,36192.52,29.1,5.18,5.56,-0.38
0,41378.72,30.6,6.3,6.31,-0.01
0,41057.92,32.8,5.64,6.37,-0.73
0,41935.83,31.8,6.0,6.38,-0.38
0,41474.73,29.4,6.31,6.29,0.02
0,41427.78,30.0,6.23,6.29,-0.06
0,41467.83,29.1,6.34,6.27,0.07
0,39488.96,30.4,5.98,6.12,-0.14
0,31387.25,28.6,4.68,5.01,-0.33
0,41808.49,28.0,6.0,6.27,-0.27
2,40178.45,21.4,5.29,5.56,-0.27
1,36799.28,24.5,5.0,5.32,-0.32
0,40078.07,15.1,5.73,5.35,0.38
1,40851.9,11.1,5.84,5.07,0.77
1,40977.51,17.0,6.24,5.2,1.04
3,41065.33,16.0,6.01,4.98,1.03
1,40839.33,13.6,5.71,5.17,0.54
5,37845.31,13.0,5.1,4.14,0.96
2,36469.66,14.8,5.16,4.44,0.72
5,39729.68,13.1,4.76,4.48,0.28
6,33807.22,13.5,4.41,3.83,0.58
7,33321.65,16.4,4.35,3.82,0.53
11,22145.03,13.2,3.05,3.09,-0.04
