precipitation_hours,sunshine_duration,wind_speed_10m_max,et0_fao_evapotranspiration,prediction,residual
19,4116.43,32.1,2.15,2.42,-0.27
10,14026.6,12.2,2.49,2.42,0.07
8,1675.16,10.3,1.72,2.42,-0.7
24,16373.55,8.7,2.19,2.42,-0.23
24,20223.74,8.7,2.52,2.42,0.1
13,7657.56,19.1,2.33,2.42,-0.09
11,7474.95,13.3,2.56,2.42,0.14
24,16602.83,22.2,2.75,2.42,0.33
24,17796.43,17.6,2.74,2.43,0.31
8,1443.48,18.4,2.29,2.43,-0.14
12,10402.72,19.9,2.36,2.43,-0.07
24,19970.84,17.7,2.93,2.43,0.5
24,16093.92,19.5,2.39,2.44,-0.05
24,19722.65,19.5,2.32,2.44,-0.12
17,7376.67,22.8,3.0,2.44,0.56
13,13483.18,20.1,2.35,2.44,-0.09
8,6590.65,16.8,2.37,2.44,-0.07
11,13544.98,11.1,1.55,2.44,-0.89
10,15036.08,17.1,2.63,2.44,0.19
13,13152.17,11.2,2.46,2.44,0.02
13,13443.68,11.3,2.37,2.44,-0.07
13,12988.23,12.0,2.37,2.44,-0.07
11,10263.84,12.5,2.49,2.44,0.05
24,15839.51,12.9,2.3,2.44,-0.14
24,18845.93,14.0,2.52,2.44,0.08
13,13941.48,20.4,2.12,2.44,-0.32
10,9099.53,16.7,2.12,2.44,-0.32
24,19841.77,19.9,2.38,2.45,-0.07
24,19936.23,19.9,2.39,2.45,-0.06
24,18008.87,20.3,2.5,2.45,0.05
24,18960.9,19.9,2.53,2.45,0.08
11,13903.5,11.8,2.74,2.45,0.29
24,18074.74,20.1,2.91,2.45,0.46
10,14750.4,10.0,2.56,2.45,0.11
24,18923.68,11.4,2.34,2.45,-0.11
24,18678.76,11.2,2.61,2.45,0.16
11,13478.73,18.9,2.56,2.45,0.11
22,17602.13,16.0,1.85,2.46,-0.61
22,1031.38,31.8,2.57,2.46,0.11
22,1151.55,32.8,2.0,2.46,-0.46
16,15240.05,23.9,2.64,2.46,0.18
8,2880.65,15.9,2.53,2.46,0.07
11,14536.89,9.3,2.69,2.46,0.23
11,11974.58,8.7,2.05,2.46,-0.41
16,11437.72,23.4,1.78,2.46,-0.68
17,14644.05,23.6,2.23,2.46,-0.23
12,11246.94,6.8,1.67,2.46,-0.79
23,15532.22,27.7,2.43,2.47,-0.04
15,7367.35,23.0,2.82,2.47,0.35
23,19618.85,21.8,2.13,2.47,-0.34
23,17969.88,21.4,2.09,2.47,-0.38
23,17800.13,21.9,1.77,2.47,-0.7
23,15756.23,22.6,1.91,2.47,-0.56
23,12091.11,27.7,2.85,2.47,0.38
10,13441.76,20.2,2.54,2.47,0.07
17,3546.47,27.3,1.92,2.47,-0.55
9,15073.48,16.3,2.47,2.47,0.0
6,3409.87,10.8,2.2,2.47,-0.27
24,20144.19,13.0,2.79,2.47,0.32
23,18811.1,23.0,2.7,2.47,0.23
13,11465.37,20.7,2.54,2.47,0.07
6,5668.74,9.5,2.37,2.48,-0.11
22,17333.96,17.9,2.03,2.48,-0.45
6,4274.58,10.2,2.6,2.48,0.12
20,10360.95,27.5,2.01,2.48,-0.47
9,12020.61,19.8,2.4,2.48,-0.08
22,18134.17,16.9,2.28,2.49,-0.21
10,8519.07,21.5,2.21,2.49,-0.28
22,17782.1,17.0,1.91,2.49,-0.58
22,14713.57,27.2,2.68,2.49,0.19
6,227.01,11.6,1.84,2.49,-0.65
23,17519.47,12.4,1.98,2.49,-0.51
23,18156.5,12.5,2.45,2.49,-0.04
23,14041.46,28.5,2.43,2.5,-0.07
9,13667.28,17.4,3.18,2.5,0.68
9,12403.45,17.3,2.58,2.5,0.08
13,14432.81,7.2,2.49,2.5,-0.01
11,15225.56,5.2,2.43,2.5,-0.07
8,4631.57,8.7,2.57,2.5,0.07
23,16534.92,17.5,2.36,2.51,-0.15
24,23789.61,25.2,2.78,2.51,0.27
24,23703.47,24.5,2.64,2.51,0.13
7,6544.79,12.0,2.57,2.51,0.06
24,21692.04,24.4,2.21,2.51,-0.3
23,18496.66,19.1,2.56,2.52,0.04
19,18813.54,21.3,2.6,2.52,0.08
23,18866.25,20.3,2.02,2.52,-0.5
21,17040.33,17.7,2.41,2.52,-0.11
5,6324.02,8.9,1.96,2.52,-0.56
21,15869.74,16.5,2.02,2.53,-0.51
20,19543.52,8.3,2.63,2.53,0.1
23,20525.12,21.1,2.73,2.53,0.2
8,14751.12,14.5,2.5,2.53,-0.03
19,16802.25,17.3,2.0,2.53,-0.53
23,20163.61,20.7,2.51,2.53,-0.02
20,19026.43,7.9,2.32,2.53,-0.21
19,18031.94,15.9,2.05,2.53,-0.48
24,21857.41,10.4,2.21,2.53,-0.32
23,19898.62,20.9,2.96,2.53,0.43
23,19347.08,14.9,3.02,2.54,0.48
23,18736.63,15.0,2.19,2.54,-0.35
22,18294.82,15.4,2.01,2.54,-0.53
9,12830.65,4.8,2.43,2.54,-0.11
23,18886.57,18.4,1.8,2.54,-0.74
23,17634.34,15.2,2.5,2.54,-0.04
6,2239.05,7.2,2.36,2.54,-0.18
14,9832.14,23.9,2.48,2.54,-0.06
19,17894.42,17.0,2.62,2.54,0.08
1,4795.89,10.1,1.85,2.54,-0.69
19,16686.17,17.9,2.23,2.54,-0.31
19,17615.23,16.8,2.06,2.54,-0.48
21,19863.31,19.5,2.77,2.55,0.22
21,17698.38,19.4,2.51,2.55,-0.04
22,21002.46,14.3,2.88,2.55,0.33
24,21240.47,22.2,2.91,2.55,0.36
24,22344.71,22.9,2.75,2.55,0.2
20,18363.9,17.0,2.9,2.55,0.35
24,22412.03,23.0,2.51,2.55,-0.04
22,20861.91,21.4,2.72,2.55,0.17
22,18190.19,13.6,2.54,2.55,-0.01
22,20933.91,21.4,2.68,2.55,0.13
24,22889.99,22.6,2.21,2.55,-0.34
22,17568.32,15.0,2.34,2.55,-0.21
23,19278.97,10.7,2.36,2.55,-0.19
23,16604.73,14.1,2.47,2.55,-0.08
24,19471.14,27.2,2.96,2.56,0.4
21,18338.12,23.1,2.49,2.56,-0.07
19,18522.55,20.9,2.13,2.56,-0.43
20,17698.13,21.3,2.52,2.56,-0.04
24,18000.0,27.5,1.85,2.56,-0.71
18,16184.85,5.0,2.21,2.56,-0.35
24,23171.73,12.6,2.5,2.56,-0.06
24,22073.75,12.9,2.78,2.56,0.22
20,18892.15,18.4,2.12,2.57,-0.45
24,22088.91,17.8,2.57,2.57,0.0
22,18170.63,20.0,3.0,2.57,0.43
22,17925.05,20.2,3.12,2.57,0.55
20,17442.52,18.4,2.52,2.57,-0.05
15,14834.9,26.0,2.71,2.57,0.14
8,8725.35,15.6,1.77,2.57,-0.8
20,19032.91,20.9,2.38,2.57,-0.19
20,17618.61,8.7,2.36,2.57,-0.21
24,21249.45,19.1,2.72,2.57,0.15
23,18659.01,11.6,2.96,2.58,0.38
24,23086.68,21.1,2.6,2.58,0.02
24,22995.2,20.3,2.9,2.58,0.32
21,17823.34,13.4,2.63,2.58,0.05
24,23279.1,20.7,2.74,2.58,0.16
23,18687.07,11.6,2.95,2.58,0.37
24,21091.93,17.4,2.15,2.58,-0.43
8,7422.23,13.2,2.62,2.58,0.04
8,11322.66,13.3,2.42,2.58,-0.16
16,19982.79,6.9,2.67,2.58,0.09
24,19082.22,29.0,2.36,2.58,-0.22
24,23229.58,19.8,1.63,2.58,-0.95
24,16148.06,28.5,2.37,2.58,-0.21
5,0.0,21.7,2.2,2.58,-0.38
19,18375.51,19.5,3.05,2.58,0.47
8,11387.06,18.6,2.0,2.58,-0.58
8,10852.9,13.5,2.22,2.58,-0.36
16,19041.43,6.5,1.99,2.58,-0.59
21,20332.88,12.8,2.6,2.58,0.02
16,18566.69,6.6,2.66,2.58,0.08
8,12570.28,13.5,2.37,2.58,-0.21
8,15399.26,12.8,2.83,2.58,0.25
18,17095.03,20.2,2.61,2.59,0.02
24,21398.4,14.8,3.19,2.59,0.6
24,24135.18,15.3,2.83,2.59,0.24
9,11118.77,23.4,1.92,2.59,-0.67
24,24926.34,25.3,2.37,2.59,-0.22
8,11749.84,16.9,2.52,2.59,-0.07
24,21706.61,15.2,2.46,2.59,-0.13
22,18806.55,8.4,2.32,2.59,-0.27
24,18015.72,33.6,2.96,2.6,0.36
22,20441.61,20.6,3.3,2.6,0.7
24,17452.99,33.4,1.33,2.6,-1.27
19,20112.88,10.9,2.46,2.6,-0.14
24,19640.5,32.4,2.86,2.6,0.26
19,20050.03,10.9,2.47,2.6,-0.13
24,18612.46,33.0,3.29,2.6,0.69
24,16534.99,32.8,2.87,2.6,0.27
20,20815.12,10.7,2.69,2.6,0.09
19,20762.17,11.6,2.81,2.6,0.21
8,10578.84,17.3,2.49,2.6,-0.11
19,16897.89,11.2,1.79,2.6,-0.81
23,20380.7,6.6,2.76,2.6,0.16
21,18617.16,10.5,2.81,2.6,0.21
20,20058.87,10.7,2.68,2.6,0.08
18,20750.03,17.4,2.76,2.6,0.16
20,19864.55,11.6,3.1,2.61,0.49
20,20514.59,14.9,3.03,2.61,0.42
22,13052.96,28.7,2.34,2.61,-0.27
21,19621.05,5.2,3.05,2.61,0.44
20,15882.62,11.2,2.74,2.61,0.13
21,5858.41,36.2,2.76,2.62,0.14
24,23254.71,13.1,2.37,2.62,-0.25
17,20219.33,7.8,2.25,2.63,-0.38
20,19314.64,23.5,2.52,2.63,-0.11
8,14598.6,9.7,2.48,2.63,-0.15
12,11549.99,23.5,2.76,2.63,0.13
21,17777.69,10.0,2.26,2.64,-0.38
15,791.19,27.8,2.86,2.65,0.21
18,16592.69,14.1,2.68,2.65,0.03
17,16097.61,16.3,2.59,2.65,-0.06
23,16706.68,25.8,2.57,2.65,-0.08
11,13087.36,22.8,3.14,2.65,0.49
17,20058.57,20.2,3.08,2.65,0.43
8,14847.56,8.7,2.48,2.65,-0.17
11,14775.83,22.9,2.37,2.65,-0.28
17,18582.14,20.4,2.35,2.65,-0.3
11,9093.67,23.1,2.83,2.65,0.18
2,6532.82,9.1,2.52,2.65,-0.13
22,18441.39,10.1,2.96,2.65,0.31
22,19872.35,9.5,2.35,2.65,-0.3
22,23271.46,17.1,2.53,2.66,-0.13
16,18439.8,16.8,2.62,2.66,-0.04
22,23325.59,17.1,2.54,2.66,-0.12
24,22858.9,28.4,2.05,2.66,-0.61
17,20079.11,15.6,2.44,2.66,-0.22
17,19021.31,18.4,2.08,2.66,-0.58
17,19864.03,18.9,3.39,2.66,0.73
16,19576.17,16.7,2.44,2.66,-0.22
24,21617.99,28.7,2.39,2.66,-0.27
5,5140.99,17.7,2.28,2.66,-0.38
14,20002.91,7.2,2.23,2.66,-0.43
23,24143.24,8.3,2.61,2.66,-0.05
15,16570.08,14.2,2.25,2.66,-0.41
17,20920.28,13.7,2.79,2.67,0.12
16,18000.0,13.1,2.45,2.67,-0.22
13,19494.94,13.8,2.95,2.67,0.28
18,16534.92,11.0,2.43,2.67,-0.24
16,19132.26,14.2,2.84,2.67,0.17
8,14622.31,3.9,2.54,2.67,-0.13
10,17210.64,13.0,1.83,2.67,-0.84
17,19786.1,13.2,2.13,2.67,-0.54
10,17151.9,13.4,1.82,2.67,-0.85
17,17005.57,21.1,2.69,2.67,0.02
17,16938.98,21.1,2.67,2.67,0.0
14,16955.67,15.3,2.47,2.67,-0.2
14,20611.84,16.1,2.94,2.67,0.27
12,17134.76,14.8,1.96,2.67,-0.71
6,5198.88,15.3,2.58,2.67,-0.09
13,18152.22,13.8,3.22,2.67,0.55
11,18503.71,13.0,2.78,2.67,0.11
17,15870.99,13.1,2.13,2.67,-0.54
23,22384.54,11.7,2.51,2.67,-0.16
10,20619.35,13.2,3.15,2.67,0.48
16,16797.76,14.3,2.23,2.67,-0.44
23,22020.27,16.9,2.62,2.68,-0.06
23,21814.64,14.8,2.42,2.68,-0.26
23,19449.19,24.3,2.94,2.68,0.26
23,24021.55,22.9,2.8,2.68,0.12
14,18185.29,14.7,2.57,2.68,-0.11
23,22040.18,16.9,2.64,2.68,-0.04
23,21908.9,14.8,2.46,2.68,-0.22
23,22788.03,16.0,2.77,2.68,0.09
23,23525.96,15.3,3.02,2.68,0.34
10,17848.96,14.5,2.41,2.68,-0.27
16,18339.67,15.9,2.71,2.68,0.03
16,18000.0,16.0,2.35,2.68,-0.33
15,18350.7,15.3,2.64,2.68,-0.04
14,18046.23,17.1,3.1,2.68,0.42
17,17573.56,14.5,3.1,2.68,0.42
14,20208.55,16.9,3.03,2.68,0.35
15,17274.07,18.2,3.16,2.68,0.48
18,18420.29,12.9,2.97,2.68,0.29
18,17051.52,12.4,2.61,2.68,-0.07
10,17864.97,14.2,2.54,2.68,-0.14
23,23021.46,9.6,2.78,2.68,0.1
23,17137.61,24.2,2.84,2.68,0.16
23,22132.23,19.7,2.74,2.69,0.05
23,21258.91,19.5,2.76,2.69,0.07
23,21637.53,18.0,2.66,2.69,-0.03
18,20111.93,10.2,2.92,2.69,0.23
6,13893.8,9.9,2.85,2.69,0.16
1,1413.02,11.4,2.02,2.69,-0.67
24,16411.56,31.6,2.93,2.69,0.24
7,15427.96,7.7,2.34,2.69,-0.35
21,23072.49,16.9,2.52,2.7,-0.18
17,16975.96,22.4,3.23,2.7,0.53
24,26406.45,13.7,2.46,2.7,-0.24
21,23169.0,16.9,2.51,2.7,-0.19
11,20588.76,15.3,3.11,2.7,0.41
15,20025.11,23.1,2.41,2.7,-0.29
21,24006.59,17.2,2.4,2.7,-0.3
13,16945.26,16.2,2.06,2.7,-0.64
18,5571.31,31.4,2.66,2.7,-0.04
14,17159.74,19.0,2.69,2.7,-0.01
13,21072.6,16.5,2.69,2.7,-0.01
15,18800.62,22.7,3.08,2.7,0.38
13,16330.64,15.3,2.52,2.7,-0.18
13,19915.43,15.0,3.15,2.7,0.45
23,23139.43,16.5,2.76,2.7,0.06
11,19894.69,19.1,2.24,2.7,-0.46
22,23403.06,15.5,3.0,2.71,0.29
24,24372.12,16.1,2.56,2.71,-0.15
21,21157.15,19.5,2.27,2.71,-0.44
22,23474.09,15.5,2.93,2.71,0.22
14,16130.54,6.5,2.55,2.71,-0.16
10,18280.8,15.1,2.58,2.71,-0.13
24,31427.78,26.0,2.23,2.71,-0.48
16,19968.64,21.4,2.86,2.71,0.15
10,17258.0,14.8,2.87,2.71,0.16
4,5013.28,10.2,2.63,2.72,-0.09
21,23108.5,16.3,2.44,2.72,-0.28
22,22797.3,13.7,3.0,2.72,0.28
4,5025.6,10.2,2.57,2.72,-0.15
13,16950.7,12.4,2.99,2.72,0.27
22,23738.77,14.0,2.41,2.72,-0.31
13,16622.17,12.5,1.67,2.72,-1.05
15,20411.35,21.3,3.11,2.72,0.39
20,14725.51,28.2,2.53,2.72,-0.19
6,12330.49,12.0,2.59,2.72,-0.13
16,19858.94,12.8,3.13,2.72,0.41
6,13681.31,7.4,2.89,2.72,0.17
21,23212.28,15.6,2.68,2.73,-0.05
21,22788.71,15.6,2.96,2.73,0.23
13,20214.83,18.1,2.58,2.73,-0.15
17,19995.86,12.4,2.92,2.73,0.19
14,19648.65,18.6,2.86,2.73,0.13
6,13174.28,8.8,2.61,2.73,-0.12
17,19495.18,12.4,2.81,2.73,0.08
23,22827.38,18.4,2.4,2.73,-0.33
22,22080.3,18.9,2.45,2.74,-0.29
20,22701.27,16.8,2.94,2.74,0.2
22,22106.82,18.9,2.44,2.74,-0.3
20,22776.57,16.8,2.93,2.74,0.19
16,19305.46,10.3,3.2,2.74,0.46
17,4828.73,32.6,2.88,2.74,0.14
12,20139.19,12.9,3.08,2.74,0.34
12,19436.21,12.9,2.75,2.74,0.01
16,20544.82,10.7,2.42,2.74,-0.32
7,14984.27,6.8,2.93,2.74,0.19
10,16903.51,12.2,2.32,2.74,-0.42
15,17204.86,8.9,2.64,2.74,-0.1
7,10577.79,6.6,2.18,2.74,-0.56
20,22621.57,16.7,2.55,2.74,-0.19
24,26159.99,24.1,2.98,2.75,0.23
20,22051.67,16.1,2.57,2.75,-0.18
16,21076.01,11.7,2.93,2.75,0.18
20,21579.63,13.8,2.91,2.75,0.16
20,22566.9,19.0,2.7,2.75,-0.05
12,15923.89,9.2,2.48,2.75,-0.27
11,18160.84,10.2,2.0,2.75,-0.75
17,18091.29,10.9,3.14,2.75,0.39
14,2241.48,31.1,3.23,2.75,0.48
14,4081.32,29.1,2.73,2.75,-0.02
12,18133.62,9.3,2.53,2.75,-0.22
10,16880.93,9.9,3.1,2.75,0.35
12,17508.02,8.8,2.87,2.75,0.12
17,15825.67,10.5,2.72,2.75,-0.03
10,17649.7,17.9,2.87,2.75,0.12
13,18603.15,20.2,2.65,2.75,-0.1
16,16655.33,12.1,2.41,2.75,-0.34
12,19189.32,8.7,2.27,2.75,-0.48
9,16292.45,13.4,2.82,2.75,0.07
15,20475.57,11.8,2.39,2.75,-0.36
24,27188.3,12.5,2.57,2.75,-0.18
19,21501.13,13.2,2.55,2.75,-0.2
19,22538.87,19.2,2.25,2.76,-0.51
24,25301.26,21.3,3.46,2.76,0.7
24,25886.0,16.8,3.12,2.76,0.36
24,25529.64,18.8,2.99,2.76,0.23
24,25390.26,22.4,2.74,2.76,-0.02
16,20576.54,11.1,3.37,2.76,0.61
19,22121.21,16.6,3.23,2.76,0.47
24,26733.74,14.5,2.13,2.76,-0.63
24,26150.62,21.3,2.17,2.76,-0.59
19,23101.23,19.9,1.99,2.76,-0.77
14,20229.37,23.8,2.51,2.76,-0.25
21,17879.15,24.3,2.91,2.76,0.15
14,20179.22,23.8,2.46,2.76,-0.3
24,20650.13,37.9,2.34,2.76,-0.42
12,15779.36,10.3,2.79,2.76,0.03
12,18993.4,10.2,2.91,2.76,0.15
10,16547.29,18.5,2.51,2.76,-0.25
10,15995.39,21.1,2.59,2.76,-0.17
12,19220.85,10.3,2.69,2.76,-0.07
12,18944.31,10.4,2.4,2.76,-0.36
8,17491.81,14.3,1.88,2.76,-0.88
17,15855.66,8.9,2.89,2.76,0.13
20,22990.13,15.0,2.34,2.76,-0.42
14,16696.57,10.9,2.41,2.76,-0.35
16,16874.29,8.4,2.78,2.76,0.02
20,22472.93,12.2,3.06,2.77,0.29
24,27649.46,13.6,2.78,2.77,0.01
20,23695.18,18.8,2.85,2.77,0.08
10,18309.78,10.7,2.74,2.77,-0.03
19,21600.0,12.5,3.01,2.77,0.24
19,21475.42,14.9,2.76,2.77,-0.01
19,21600.0,12.5,3.0,2.77,0.23
15,2050.21,28.9,2.43,2.77,-0.34
14,20401.82,11.3,2.77,2.77,0.0
20,22013.15,11.8,2.86,2.77,0.09
23,20217.65,28.3,2.93,2.77,0.16
13,16106.08,7.2,2.65,2.77,-0.12
13,18836.38,7.7,2.35,2.77,-0.42
19,22013.44,12.6,2.58,2.77,-0.19
20,21870.96,10.7,2.51,2.77,-0.26
9,20139.2,20.9,2.43,2.78,-0.35
13,19316.64,11.6,2.97,2.78,0.19
9,16093.84,15.3,2.6,2.78,-0.18
19,21274.81,15.3,2.83,2.78,0.05
7,13920.47,18.8,2.94,2.78,0.16
9,18772.18,15.3,2.58,2.78,-0.2
6,12049.11,13.7,2.5,2.78,-0.28
21,16661.87,25.4,2.75,2.78,-0.03
14,19049.38,12.0,2.79,2.78,0.01
12,19413.83,7.6,2.91,2.78,0.13
23,21061.41,27.3,2.61,2.79,-0.18
23,23372.27,23.2,2.51,2.79,-0.28
14,16215.3,10.1,2.57,2.79,-0.22
10,19562.14,8.1,2.81,2.79,0.02
24,22293.63,29.7,1.86,2.79,-0.93
23,19552.5,27.0,3.25,2.79,0.46
20,7350.92,31.0,2.86,2.79,0.07
14,14404.12,27.9,2.73,2.79,-0.06
9,20254.23,16.1,3.02,2.79,0.23
9,20817.5,16.0,2.79,2.79,0.0
9,20587.19,16.1,2.96,2.79,0.17
14,20751.21,9.6,2.82,2.79,0.03
9,20930.7,10.2,2.77,2.79,-0.02
24,21382.96,31.2,2.7,2.79,-0.09
24,25645.06,20.3,2.82,2.8,0.02
19,21980.57,18.5,2.92,2.8,0.12
19,21844.11,18.8,3.02,2.8,0.22
24,26429.91,20.1,3.4,2.8,0.6
19,22375.19,18.9,3.27,2.8,0.47
21,22351.14,9.4,2.89,2.8,0.09
24,26905.58,15.1,3.1,2.8,0.3
24,25716.43,20.3,2.78,2.8,-0.02
19,22009.83,18.5,2.71,2.8,-0.09
24,27166.68,15.5,2.88,2.8,0.08
24,26666.95,15.3,2.41,2.8,-0.39
20,25582.25,24.2,1.61,2.8,-1.19
13,20292.51,10.3,2.92,2.8,0.12
13,20310.57,10.3,2.92,2.8,0.12
8,17568.16,12.7,2.87,2.8,0.07
5,10903.07,12.5,2.36,2.8,-0.44
13,20444.55,9.7,2.47,2.8,-0.33
24,28327.94,13.2,3.18,2.8,0.38
11,18636.68,6.5,2.72,2.81,-0.09
16,19255.72,9.4,2.43,2.81,-0.38
2,14989.78,8.5,2.39,2.81,-0.42
13,20783.58,6.3,2.7,2.81,-0.11
2,9568.04,7.4,2.29,2.81,-0.52
24,28313.58,16.0,2.93,2.81,0.12
13,20789.88,6.5,2.89,2.81,0.08
11,20075.69,6.6,2.94,2.81,0.13
10,17202.12,6.0,2.36,2.82,-0.46
18,23116.24,20.1,2.96,2.82,0.14
18,23068.34,20.1,2.85,2.82,0.03
17,18320.71,9.4,2.09,2.82,-0.73
17,20424.64,9.5,3.25,2.82,0.43
17,20164.46,10.1,2.78,2.82,-0.04
12,17333.7,6.5,2.12,2.82,-0.7
10,20486.21,6.1,2.81,2.82,-0.01
12,19986.36,6.3,3.1,2.82,0.28
17,21070.57,9.4,3.11,2.82,0.29
18,24117.2,13.5,2.51,2.83,-0.32
4,13233.88,6.1,2.49,2.83,-0.34
18,22090.82,13.4,2.92,2.83,0.09
9,17115.26,16.9,2.89,2.83,0.06
6,14680.11,15.7,2.68,2.83,-0.15
24,21653.43,32.6,2.49,2.83,-0.34
6,10267.96,17.2,2.67,2.83,-0.16
4,7777.07,7.0,2.59,2.83,-0.24
18,23025.74,14.7,2.78,2.84,-0.06
18,22706.55,16.9,2.99,2.84,0.15
18,21359.85,16.6,2.02,2.84,-0.82
24,27347.35,23.0,2.68,2.84,-0.16
18,23281.17,14.8,2.87,2.84,0.03
24,28234.9,23.1,3.01,2.84,0.17
24,27413.5,23.0,2.64,2.84,-0.2
22,24665.03,15.1,2.49,2.84,-0.35
13,15263.42,26.8,2.54,2.84,-0.3
22,24879.06,15.5,2.7,2.84,-0.14
15,23178.62,7.2,2.39,2.85,-0.46
19,25466.75,13.5,2.18,2.85,-0.67
23,26241.62,16.2,3.22,2.85,0.37
15,23258.0,7.2,2.38,2.85,-0.47
19,25573.67,13.5,2.13,2.85,-0.72
18,21687.19,15.5,2.83,2.85,-0.02
24,28361.89,20.5,2.79,2.85,-0.06
23,26098.29,24.2,3.13,2.85,0.28
24,27634.27,20.6,2.97,2.85,0.12
2,1759.09,14.9,2.41,2.85,-0.44
1,4043.1,13.0,2.9,2.85,0.05
22,25657.23,14.8,3.15,2.85,0.3
24,27977.56,23.4,2.84,2.85,-0.01
18,24038.38,18.3,3.06,2.86,0.2
24,33050.28,25.5,2.23,2.86,-0.63
24,27461.03,21.9,2.89,2.86,0.03
18,22934.54,18.2,3.07,2.86,0.21
23,23020.25,26.9,2.96,2.86,0.1
23,24131.96,26.8,2.97,2.86,0.11
7,15379.98,23.3,3.11,2.86,0.25
21,25151.76,9.2,2.39,2.86,-0.47
19,24293.91,17.1,2.85,2.87,-0.02
19,25235.05,16.5,2.75,2.87,-0.12
19,25840.44,16.7,2.73,2.87,-0.14
24,28611.75,16.9,3.04,2.87,0.17
21,23337.8,21.1,3.7,2.87,0.83
19,24333.94,17.1,2.82,2.87,-0.05
19,25317.76,16.5,2.7,2.87,-0.17
23,26229.7,13.4,3.05,2.87,0.18
8,17016.51,16.8,2.76,2.87,-0.11
23,24758.16,17.7,2.49,2.87,-0.38
23,25496.56,13.3,2.88,2.87,0.01
20,25829.66,14.1,2.51,2.88,-0.37
19,26183.22,18.4,2.92,2.88,0.04
19,25412.72,18.9,2.56,2.88,-0.32
20,25875.7,14.1,2.49,2.88,-0.39
19,26256.9,18.4,2.91,2.88,0.03
20,24857.99,14.5,3.0,2.88,0.12
22,25230.84,24.7,2.81,2.88,-0.07
14,23822.41,7.2,2.46,2.88,-0.42
19,24672.22,17.6,2.84,2.88,-0.04
20,21194.04,24.0,2.77,2.88,-0.11
21,25539.46,13.8,2.99,2.88,0.11
20,26166.65,15.6,3.03,2.88,0.15
19,24605.3,17.6,2.82,2.88,-0.06
21,25413.25,17.2,3.15,2.88,0.27
19,25416.28,18.9,2.88,2.88,0.0
8,20175.83,18.3,2.88,2.88,0.0
2,1217.84,16.1,2.63,2.88,-0.25
8,19029.84,10.9,2.93,2.88,0.05
23,20422.77,31.7,2.97,2.88,0.09
19,26150.32,14.8,2.76,2.88,-0.12
17,21721.25,13.3,2.65,2.88,-0.23
21,24649.79,16.9,2.61,2.88,-0.27
22,24287.46,12.6,2.81,2.88,-0.07
17,21201.2,19.6,2.48,2.88,-0.4
19,25662.17,19.6,2.94,2.89,0.05
23,25535.11,19.6,3.15,2.89,0.26
23,24494.04,26.7,2.23,2.89,-0.66
21,25437.79,15.4,3.29,2.89,0.4
20,24820.99,16.7,2.99,2.89,0.1
23,24967.07,19.5,2.66,2.89,-0.23
8,17278.28,17.3,2.83,2.89,-0.06
21,25391.41,15.4,3.24,2.89,0.35
20,24764.92,16.7,2.97,2.89,0.08
12,3783.7,33.2,2.44,2.89,-0.45
8,20031.61,5.3,2.46,2.89,-0.43
23,26790.03,10.1,2.52,2.89,-0.37
5,8081.12,15.1,2.85,2.89,-0.04
8,17378.03,17.3,2.95,2.89,0.06
17,23588.12,14.2,3.24,2.89,0.35
22,26213.19,17.4,2.88,2.89,-0.01
16,23275.58,14.8,2.56,2.9,-0.34
19,23349.43,9.7,3.62,2.9,0.72
24,30893.98,13.5,2.93,2.9,0.03
16,23309.63,14.8,2.6,2.9,-0.3
20,25767.06,14.9,2.86,2.9,-0.04
20,25256.77,11.5,3.59,2.9,0.69
20,26181.22,13.4,4.02,2.9,1.12
19,26219.96,6.5,2.96,2.9,0.06
17,24083.4,16.7,2.64,2.9,-0.26
14,24629.88,6.0,2.23,2.9,-0.67
12,23379.88,19.5,3.42,2.9,0.52
5,14302.97,16.1,2.94,2.9,0.04
22,25615.87,22.4,2.76,2.9,-0.14
20,25368.79,17.9,2.46,2.9,-0.44
24,29681.9,21.0,2.47,2.9,-0.43
19,25328.93,7.7,2.81,2.9,-0.09
20,24628.27,19.7,2.93,2.9,0.03
17,23807.29,14.8,2.62,2.9,-0.28
23,28292.89,14.9,2.56,2.91,-0.35
22,22555.68,25.3,3.17,2.91,0.26
7,20612.48,12.0,2.84,2.91,-0.07
24,29572.54,23.6,2.92,2.91,0.01
24,29782.36,18.4,2.72,2.91,-0.19
23,25137.61,25.5,3.11,2.91,0.2
24,29666.74,23.6,2.86,2.91,-0.05
17,23256.15,16.0,3.76,2.91,0.85
16,23336.24,13.8,3.56,2.91,0.65
7,16862.4,12.9,3.07,2.91,0.16
2,1361.51,16.6,2.39,2.91,-0.52
16,22802.98,12.8,2.79,2.92,-0.13
16,24049.86,12.3,2.73,2.92,-0.19
16,22855.03,12.8,2.78,2.92,-0.14
24,31682.02,14.9,2.64,2.92,-0.28
17,22708.21,20.5,2.21,2.92,-0.71
20,25046.26,23.9,2.65,2.92,-0.27
12,21638.81,16.8,2.32,2.92,-0.6
19,15521.64,43.8,2.84,2.92,-0.08
17,23066.01,18.2,3.71,2.92,0.79
3,6399.36,14.4,3.0,2.92,0.08
7,18000.0,8.7,2.79,2.92,-0.13
7,18980.63,8.7,2.73,2.92,-0.19
2,11607.34,11.9,2.89,2.92,-0.03
17,23187.83,12.7,3.32,2.92,0.4
